|word|wordcount
120|угрозу безопасности|36
121|миру приходится|36
122|военно техническое|36
123|населения страны|36
124|россии владимира|36
125|проверка спасению|36
126|федеральная служба|36
127|человека анб|36
128|случаю дня|36
129|курса рубля|35
130|человека президенте|35
131|антон силуанов|34
132|комментариев поводу|34
133|результатам подсчета|33
134|крупных крупных|33
135|пожары носитель|33
136|россии правам|33
137|наибольшее количество|33
138|украинских силовиков|33
139|процента общего|33
140|пресс службы|33
141|уполномоченный внешним|32
142|двумя странами|32
143|неосторожности смерть|32
144|зависит планов|32
145|средняя стоимость|31
146|премьер украины|31
147|атомной энергии|31
148|миру россии|31
149|главы государства|31
150|имеют право|31
151|угроза возникновения|31
152|министра финансов|30
153|партии регионов|30
154|созданию электронного|30
155|грани дефолта|30
156|северном кавказе|29
157|бело голубых|29
158|министр финансов|29
159|укрепление браки|29
160|компенсировать потери|29
161|отличие разработок|29
162|судя величине|29
163|помощи пострадавшим|28
164|одним самых|28
165|остается тяжелым|28
166|единой россии|28
167|миру стороны|28
168|оружия массового|27
169|всей вероятности|27
170|александр турчинов|27
171|правительства россии|27
172|центра управления|27
173|судя неосторожности|27
174|южной осетии|27
175|регионального правительства|27
176|процента голосов|26
177|министерства обороны|26
178|чрезвычайным ситуациям|26
179|служба контролю|26
180|всей стране|25
181|уполномоченный президенте|25
182|астахов заявил|25
183|тасс ссылкой|25
184|грузинской границе|25
185|состояние здоровья|25
186|течение недели|25
187|действий хакеров|24
188|главное главное|24
189|эпицентр располагался|24
190|россии россии|24
191|процента опрошенных|24
192|продолжительность нахождения|24
193|судя популярности|24
194|разным оценкам|24
195|серьезные последствия|23
196|находится подпиской|23
197|качестве компенсации|23
198|предварительной оценке|23
199|полученных ран|23
200|строительству газопровода|23
201|сильных морозов|23
202|соперник премьер|23
203|техническая неисправность|23
204|юго восточной|23
205|проживающих россии|23
206|квадратного метра|23
207|би си|23
208|рабочих мест|23
209|юге страны|23
210|управления делами|23
211|вооруженных сил|23
212|зависит действий|22
213|центра мчс|22
214|премьер внешним|22
215|отличие терроризма|22
216|российских компаний|22
217|определенные проблемы|22
218|голосов избирателей|22
219|санкт петербурга|22
220|юго востоке|22
221|служба белого|22
222|восточной азии|21
223|россии президенте|21
224|стран членов|21
225|ситуации стороны|21
226|взрыв произошел|21
227|количеству людей|21
228|укрепление войск|21
229|дмитрия медведева|21
230|управления мчс|21
231|терроризма зависит|21
232|ситуацию стране|21
233|развитию гражданского|21
234|находится состоянии|21
235|внешним отношениям|21
236|количество голосов|21
237|исполнения наказаний|20
238|показателю показателю|20
239|уровень безработицы|20
240|серьезно пострадал|20
241|управление президенте|20
242|развитию предпринимательства|20
243|места падения|20
244|количеству населения|20
245|дональда трампа|20
246|грани банкротства|20
247|результатов голосования|20
248|примерно половина|20
249|торгово промышленной|20
250|вице премьером|20
251|секретарь путина|20
252|рубля происходит|20
253|средняя продолжительность|20
254|управления экономической|20
255|стороны китайских|19
256|мчс россии|19
257|спасению людей|19
258|председатель комитета|19
259|финансов антон|19
260|полученной суммы|19
261|является вторым|19
262|ситуация сложилась|19
263|роста цен|19
264|остались электричества|19
265|новогодних праздников|19
266|поводу возможного|19
267|право выбора|19
268|населенный пункт|19
269|некоторым оценкам|19
270|тысячи долларов|19
271|конфликт двумя|19
272|здания правительства|19
273|санкт петербурге|19
274|х годов|19
275|российских властей|19
276|большинство жителей|19
277|рамках программы|19
278|является самых|19
279|россии футболу|19
280|крупнейших российских|18
281|воздуха прежнему|18
282|остались света|18
283|признакам преступления|18
284|словам министра|18
285|ходе конфликта|18
286|самых богатых|18
287|зависит продажи|18
288|среди российских|18
289|новости ссылкой|18
290|член комитета|18
291|миру проблем|18
292|уполномоченный таким|18
293|управление федеральной|18
294|освобождению заложников|18
295|единственная цель|18
296|поводу снятия|18
297|космических сил|18
298|ситуации стране|17
299|следственное управление|17
300|течение полугода|17
301|главное следственное|17
302|официальных комментариев|17
303|дмитрий медведев|17
304|миграционной службы|17
305|финансов россии|17
306|россии биатлону|17
307|поводу событий|17
308|пресс секретаря|17
309|высокая стоимость|17
310|зависит кризиса|17
311|сша китая|17
312|партии хиллари|17
313|вызванного мировым|17
314|управление помощи|17
315|расследованию причин|17
316|популярности среди|17
317|премьер мок|17
318|самых популярных|17
319|уполномоченный занимает|17
320|проблем здоровьем|17
321|россии сообщает|17
322|шон пехоты|17
323|безопасности президенте|17
324|борьбе коррупцией|17
325|стороны властей|16
326|оплаты труда|16
327|каких либо|16
328|ближнем востоке|16
329|выполнения задач|16
330|подпиской невыезде|16
331|безопасность людей|16
332|морского флота|16
333|кредитная организация|16
334|серьезные трудности|16
335|управление мчс|16
336|избирателей президенте|16
337|службы безопасности|16
338|республиканца дональда|16
339|управление количеству|16
340|россии китая|16
341|вызванного кризисом|16
342|сотрудничество здоровьем|16
343|россии дмитрия|16
344|дорогих дорогих|16
345|нефтяных компаний|15
346|падения курса|15
347|промышленной комиссии|15
348|би би|15
349|сложившуюся ситуацию|15
350|россии стороны|15
351|игорь шувалов|15
352|одна крупнейших|15
353|построен производству|15
354|настоящее находится|15
355|открыли огонь|15
356|министерства финансов|15
357|дну балтийского|15
358|комментариев миру|15
359|ядерного оружия|15
360|внешним показателям|15
361|высокая температура|15
362|центра медицины|14
363|федеральной службы|14
364|гран помощи|14
365|находится грани|14
366|пожары приступили|14
367|виктор янукович|14
368|комментируя ситуацию|14
369|помощь пострадавшим|14
370|президенте рф|14
371|транспортный отдел|14
372|линии соприкосновения|14
373|лидером количеству|14
374|лучший результат|14
375|мирные жители|14
376|количеству экспертов|14
377|сша мире|14
378|зависит использования|14
379|балтийского моря|14
380|спасательных операциях|14
381|управление комментариев|14
382|средняя цена|14
383|здания центра|14
384|создает ситуацию|14
385|отличие уплаты|14
386|гражданского общества|14
387|течение ближайших|14
388|сборная россии|14
389|крупнейших нефтяных|14
390|вызванного работы|14
391|миру последние|14
392|находятся состоянии|14
393|службы исполнения|14
394|путина дмитрий|14
395|нью йорк|14
396|динамика динамика|14
397|отказались комментариев|14
398|пожары действуют|14
399|грузинской границы|14
400|обороны россии|13
401|китайских властей|13
402|получает право|13
403|продолжения борьбы|13
404|безопасности россии|13
405|дня победы|13
406|посадочной полосы|13
407|является ключевым|13
408|главное условие|13
409|предварительной информации|13
410|поводу кризиса|13
411|кандидата президенты|13
412|плата находится|13
413|ситуации ситуации|13
414|пресс конференции|13
415|уполномоченный отличается|13
416|позиции миру|13
417|второе количеству|13
418|россии антон|13
419|ключевым условием|13
420|россии хоккею|13
421|великой отечественной|13
422|россии мире|13
423|сша хиллари|13
424|сил россии|13
425|южной кореи|13
426|населения россии|13
427|незадолго либо|13
428|крупных городов|13
429|занимает пост|13
430|самых высоких|13
431|сша билл|13
432|поэтому многим|12
433|россии сша|12
434|занимает четвертое|12
435|мирного населения|12
436|билл клинтон|12
437|взлетно посадочной|12
438|ребенка анб|12
439|ходе переговоров|12
440|сан франциско|12
441|находится отпуске|12
442|миру происходит|12
443|уполномоченный культуре|12
444|полученной информации|12
445|мире передает|12
446|построен прежнему|12
447|эпицентр землетрясения|12
448|дорожной инфраструктуры|12
449|прайм тасс|12
450|хоккея россии|12
451|признакам находится|12
452|состоянии здоровья|12
453|ежегодно ежегодно|12
454|конфликт поводу|12
455|разгорелся скандал|12
456|четверти каждой|12
457|санкт петербург|12
458|православной церкви|12
459|качестве кандидата|12
460|здания посольства|12
461|отличие общего|12
462|пресс службе|12
463|находится ведении|12
464|подготовка проведению|12
465|воздушно космических|12
466|смерть наступила|12
467|министра обороны|12
468|среди стран|12
469|человека россии|12
470|стороны правительства|12
471|итогам переговоров|12
472|действий правительства|12
473|украинских военных|12
474|экономическими преступлениями|12
475|удалось избежать|12
476|россии течение|12
477|частности обсуждалась|12
478|сообщает агентство|12
479|сфере транспорта|12
480|членов экипажа|12
481|росту цен|12
482|соседнего государства|12
483|отказа терроризма|12
484|сотрудничество странами|12
485|страны мире|12
486|человека рфс|12
487|служба чрезвычайным|11
488|проводится требованию|11
489|россии территории|11
490|россии стране|11
491|федеральной миграционной|11
492|собеседник агентства|11
493|продолжительность жизни|11
494|миру употребление|11
495|востоке страны|11
496|грузинской православной|11
497|коммунальные услуги|11
498|дальность полета|11
499|места происшествия|11
500|минимальная зарплата|11
501|премьер единственная|11
502|судя прежнему|11
503|россии поводу|11
504|землетрясения располагался|11
505|ленинградской области|11
506|данный момент|11
507|здоровья людей|11
508|процента проведения|11
509|получил травму|11
510|температура полученной|11
511|человека получили|11
512|конференция контролю|11
513|прежнему занимает|11
514|укрепление основных|11
515|наряд культуре|11
516|транспортный транспортный|11
517|ядерным оружием|11
518|секретаря регионального|11
519|представляет угрозу|11
520|проживающих стране|11
521|цена квадратного|11
522|браки происходит|11
523|человека интерфакс|11
524|россии создает|11
525|министр великобритании|11
526|тнк вр|11
527|метра жилья|11
528|самых опасных|11
529|счет средств|11
530|избежать конфликта|11
531|компенсировать убытки|11
532|количеству жителей|11
533|павел дуров|11
534|случае необходимости|11
535|серьезные ранения|11
536|правоохранительных органов|11
537|й позиции|11
538|службы контролю|11
539|противном случае|11
540|министра россии|11
541|среди мирного|10
542|легкой атлетике|10
543|источники знакомые|10
544|видит необходимости|10
545|богатых людей|10
546|конфликта стороны|10
547|людей проживающих|10
548|обороны сша|10
549|трое беженцев|10
550|пострадала кризиса|10
551|избирателей прежнему|10
552|угрозы здоровью|10
553|остались разрешения|10
554|властей сша|10
555|конференция миру|10
556|попытались прорваться|10
557|оценке министерства|10
558|нижней палаты|10
559|является крупнейшим|10
560|поводу случившегося|10
561|высоких цен|10
562|данным источника|10
563|северный поток|10
564|причин катастрофы|10
565|прежнему находится|10
566|говорится сообщении|10
567|приступили взрыву|10
568|происходит течение|10
569|управление находится|10
570|организация таким|10
571|судя поводу|10
572|россии ходе|10
573|популярности популярности|10
574|комиссии развитию|10
575|соперник гран|10
576|пожары обстановке|10
577|миру ситуация|10
578|центра стратегических|10
579|тони блэр|10
580|судя показателю|10
581|стран запада|10
582|россии качестве|10
583|штатном режиме|10
584|кредитной организации|10
585|делам вооруженных|10
586|россии санкт|10
587|здания министерства|10
588|домашним арестом|10
589|управление миру|10
590|зарплата беженцев|10
591|составила миллиона|10
592|проживающих состоянии|10
593|действий стороны|10
594|федеральной антимонопольной|10
595|участия выборах|10
596|миру миру|10
597|популярности хоккея|10
598|возникает фактор|10
599|человека получил|10
600|одним крупнейших|10
601|главное обстановка|10
602|проверка строительству|10
603|великобритании тони|10
604|отличается тренировок|10
605|министр обороны|10
606|стоимость квадратного|10
607|квадратных метров|10
608|проблем терроризмом|10
609|остается контролем|9
610|наряду развитием|9
611|помощь состоянии|9
612|военного округа|9
613|качестве меры|9
614|контролем российских|9
615|стороны газы|9
616|спросил помощи|9
617|россией японией|9
618|оценке экспертов|9
619|сша сша|9
620|места массового|9
621|башара асада|9
622|ущерб сбора|9
623|лучший округ|9
624|остается одним|9
625|отличается терроризма|9
626|зависимости результатов|9
627|песков комментируя|9
628|человека магатэ|9
629|серьезные разногласия|9
630|миллиарда долларов|9
631|глава государства|9
632|бело транспортный|9
633|выступая случаю|9
634|россии рубежом|9
635|производству действий|9
636|миру рубеж|9
637|безопасности сша|9
638|плата зависит|9
639|побережья сша|9
640|возник конфликт|9
641|вине людей|9
642|президента башара|9
643|судя маршруту|9
644|прежнему считает|9
645|нападавшие прежнему|9
646|стихийного бедствия|9
647|санкт петербургу|9
648|границы стороны|9
649|сша южной|9
650|сохранить экономическую|9
651|населенного пункта|9
652|рубля является|9
653|миллион долларов|9
654|полученной ранения|9
655|россии александр|9
656|мировым лидером|9
657|управления борьбе|9
658|эконом класса|9
659|россии украины|9
660|течение пяти|9
661|маккейн занимает|9
662|отличие транзита|9
663|делами чс|9
664|пресс релизе|9
665|учета здоровья|9
666|пожары главное|9
667|ядерной программы|9
668|добычу нефти|9
669|миру счет|9
670|мнению аналитиков|9
671|россии виталий|9
672|переговоров стороны|9
673|ходе операции|9
674|укрепление экономического|9
675|избирателей учета|9
676|востоке украины|9
677|весовой категории|9
678|причин отказа|9
679|стратегических разработок|9
680|прав человека|9
681|находится территории|9
682|барака обамы|9
683|заявил необходимости|9
684|смерть людей|9
685|действий союзников|9
686|другим данным|9
687|ключевых факторов|9
688|флота сша|9
689|признакам потери|8
690|дома полученных|8
691|россии производству|8
692|пожары проводится|8
693|построен миру|8
694|украины виктор|8
695|максимальная ставка|8
696|комитета прокуратуре|8
697|течение часа|8
698|размеру активов|8
699|количеству пользователей|8
700|половины голосов|8
701|самолет маршруту|8
702|антимонопольной службы|8
703|виталий мутко|8
704|цена предложения|8
705|возникновения отказа|8
706|течение последних|8
707|деловые отношения|8
708|заявил журналистам|8
709|штата нью|8
710|основных направлений|8
711|пожары ираком|8
712|судя случаю|8
713|должна пройти|8
714|повышения цен|8
715|пункт пропуска|8
716|служба образованию|8
717|колебаний курса|8
718|строительству жилья|8
719|российских банков|8
720|признакам занимает|8
721|действий людей|8
722|правительства страны|8
723|компенсировать помощь|8
724|проживающих контролем|8
725|одним ключевых|8
726|следующей неделе|8
727|многим округам|8
728|членов правительства|8
729|следственного комитета|8
730|привести росту|8
731|общего количества|8
732|валютном рынке|8
733|граждан россии|8
734|меньшей мере|8
735|россии передает|8
736|признакам терроризма|8
737|является членом|8
738|отечественной войны|8
739|отсутствия средств|8
740|является самым|8
741|цена является|8
742|безопасности помощи|8
743|потребовал продажи|8
744|возникновения возникновения|8
745|цены стране|8
746|атомной энергетике|8
747|рфс александр|8
748|цель либо|8
749|миру шансы|8
750|добавил министр|8
751|проданных билетов|8
752|плата мнению|8
753|самолет ан|8
754|серьезно отличается|8
755|дня рождения|8
756|ходе войны|8
757|миру многих|8
758|сил сша|8
759|контролем стране|8
760|россии кризиса|8
761|конференция прежнему|8
762|ходе беседы|8
763|населения проживающих|8
764|герман греф|8
765|серьезно скажется|8
766|процента каждой|8
767|потребовал властей|8
768|помощь стране|8
769|суммы предназначены|8
770|процента комментариев|8
771|управление словам|8
772|планов создания|8
773|восточной европы|8
774|число жертв|8
775|возникли разногласия|8
776|занимает первое|8
777|людей стороны|8
778|безопасности украины|8
779|ущерб продажи|7
780|тяжелом состоянии|7
781|человека создает|7
782|путин потребовал|7
783|случае потребуется|7
784|травм полученных|7
785|участия проекте|7
786|комитета президенте|7
787|ущерб нанесенный|7
788|возникновения цунами|7
789|мчс рф|7
790|плата некоторым|7
791|признакам отказа|7
792|празднования дня|7
793|позиции стороны|7
794|мобильной связи|7
795|миру сильных|7
796|экономическую ситуацию|7
797|показателям находится|7
798|правительства украины|7
799|пределами страны|7
800|агентство риа|7
801|процента результатов|7
802|миру уровень|7
803|разногласий странами|7
804|предложения поводу|7
805|уполномоченный получает|7
806|президент россии|7
807|случаю одна|7
808|плата прежнему|7
809|рубля анб|7
810|энергии магатэ|7
811|крупнейшим акционером|7
812|экономическую помощь|7
813|остается высокой|7
814|банк россии|7
815|сообщает интерфакс|7
816|количеству проданных|7
817|задача находится|7
818|александр бастрыкин|7
819|сине бело|7
820|остается силе|7
821|отдел расследованию|7
822|общественного мнения|7
823|образом таким|7
824|ситуации россии|7
825|миру серьезно|7
826|цен нефть|7
827|произошел взрыв|7
828|комитета образованию|7
829|возможного назначения|7
830|прекращения огня|7
831|палаты парламента|7
832|плата здоровьем|7
833|словам представителя|7
834|сильных колебаний|7
835|потребовал правительства|7
836|признакам дома|7
837|красно белые|7
838|астахов получил|7
839|сенатор республиканской|7
840|остается единственной|7
841|изучения общественного|7
842|вторым величине|7
843|зависит участия|7
844|осенью го|7
845|пожары италия|7
846|укрепление популярности|7
847|властей стране|7
848|наряду родственниками|7
849|основном россияне|7
850|популярности важным|7
851|кандидата демократической|7
852|миру создает|7
853|надежда петрова|7
854|управление главное|7
855|тасс стороны|7
856|вопросы безопасности|7
857|владимиром путиным|7
858|сообщается сайте|7
859|пытаясь сохранить|7
860|признакам пресс|7
861|случаю итар|7
862|судя некоторым|7
863|кампания борьбе|7
864|процента продаж|7
865|благодаря действиям|7
866|шарм эль|7
867|разработок сша|7
868|сложной страной|7
869|джон маккейн|7
870|долей вероятности|7
871|посту главы|7
872|конференция стороны|7
873|жителей полуострова|7
874|гран россии|7
875|плюс одна|7
876|является независимым|7
877|зависимости зависимости|7
878|получили ранения|7
879|украине передает|7
880|избежать проблем|7
881|берегов россии|7
882|развитием образования|7
883|жителей страны|7
884|кризиса мире|7
885|налогов мире|7
886|конфликт грузией|7
887|мнению главы|7
888|промышленных предприятий|7
889|членов ес|7
890|правительства москвы|7
891|городов россии|7
892|отказался мандата|7
893|комментариев здоровьем|7
894|учета ресурсов|7
895|западной европе|7
896|россии украине|7
897|тысячи километров|7
898|управление строительству|7
899|остались вести|7
900|зависит тренировок|7
901|разработок запада|7
902|сша серьезно|7
903|укрепление пресс|7
904|судя главное|7
905|миру основном|7
906|управление скр|7
907|контролем иг|7
908|процента всей|7
909|управление полученных|7
910|отличие дорогих|7
911|снятия результатов|7
912|россии европе|7
913|конференция внешним|7
914|продажи нефти|7
915|бомбардировщик су|7
916|впереди прежнему|7
917|борьбе здоровьем|7
918|получил право|7
919|занимает восьмое|7
920|цен стороны|7
921|страны стране|7
922|кризиса россии|7
923|тысячи рублей|7
924|приходится большая|7
925|мире сообщает|7
926|местному совпадает|7
927|ключевых задач|7
928|проживающих территории|6
929|такого рода|6
930|важным фактором|6
931|пожары созданием|6
932|дну черного|6
933|борьбе стороны|6
934|сша передает|6
935|четверти опрошенных|6
936|проверка освобождению|6
937|зарплата продажи|6
938|использования атомной|6
939|числа рабочих|6
940|судя адресу|6
941|уполномоченный количеству|6
942|лидером популярности|6
943|компенсировать киеву|6
944|ираком проводится|6
945|сша ирана|6
946|беженцев президенте|6
947|остался жив|6
948|турчинов заявил|6
949|серьезные проблемы|6
950|стран латинской|6
951|госдепартамента сша|6
952|избирателей полученных|6
953|света остались|6
954|службы фас|6
955|каждой сторон|6
956|десятки людей|6
957|флота россии|6
958|нападавшие скончались|6
959|полученных преступным|6
960|правительства сша|6
961|воздушные силы|6
962|нидерланды удалось|6
963|зарплата населения|6
964|никаких проблем|6
965|исправить ситуацию|6
966|защите прав|6
967|пройти отбор|6
968|судя боевикам|6
969|одно крупнейших|6
970|автоматического оружия|6
971|миру получил|6
972|результатам опроса|6
973|химического оружия|6
974|крайней мере|6
975|пределами россии|6
976|количеству таких|6
977|медицинская помощь|6
978|недвижимости россии|6
979|является лидером|6
980|военнослужащие попытались|6
981|остаются неизвестными|6
982|рамках расследования|6
983|нидерланды беженцев|6
984|россии игорь|6
985|эвакуация людей|6
986|собственных средств|6
987|средняя температура|6
988|стоимость нефти|6
989|проверка предотвращению|6
990|виталий милонов|6
991|центра помощи|6
992|предотвращению пыток|6
993|продолжения карьеры|6
994|обеспечению безопасности|6
995|подавления протестов|6
996|мины полученной|6
997|представителями стран|6
998|сша внешним|6
999|помощи беженцев|6
1000|деловые партнеры|6
1001|употребление кокаина|6
1002|смогли договориться|6
1003|управление международного|6
1004|стала вторым|6
1005|четверти сильных|6
1006|ситуацию украине|6
1007|полученных ранений|6
1008|соперник мок|6
1009|треть беженцев|6
1010|стран снг|6
1011|гражданского населения|6
1012|течение дня|6
1013|экспертов уплаты|6
1014|долларов качестве|6
1015|черного моря|6
1016|последствия кризиса|6
1017|опрошенных поводу|6
1018|управление расследованию|6
1019|отсутствия выбросов|6
1020|объектов недвижимости|6
1021|земли осталась|6
1022|пострадавших действий|6
1023|безопасности стране|6
1024|вызванного защитой|6
1025|количество людей|6
1026|конфликт сторонниками|6
1027|нидерланды создает|6
1028|границе грузией|6
1029|преступным путем|6
1030|предоставит киеву|6
1031|сотрудники правоохранительных|6
1032|одно самых|6
1033|падения самолета|6
1034|показателям занимает|6
1035|стороны персонала|6
1036|властей президенте|6
1037|астахов назвал|6
1038|среды среды|6
1039|действий россии|6
1040|премьер игорь|6
1041|количество жертв|6
1042|сохранения баланса|6
1043|составила долларов|6
1044|конце октября|6
1045|градусов цельсия|6
1046|передает агентство|6
1047|дня независимости|6
1048|войск воздушно|6
1049|президента помощи|6
1050|зависит уплаты|6
1051|опасаясь денег|6
1052|знакомые ходом|6
1053|находится миру|6
1054|гражданской авиации|6
1055|соперник рфс|6
1056|плата последние|6
1057|происходит использованием|6
1058|победы республиканца|6
1059|счет оплаты|6
1060|южной кореей|6
1061|людей мире|6
1062|мины отличается|6
1063|повышением цен|6
1064|обеспечения безопасности|6
1065|особо важных|6
1066|серьезные травмы|6
1067|подземных толчков|6
1068|судя городу|6
1069|миру находится|6
1070|безопасности оон|6
1071|пожары разным|6
1072|партнер рфс|6
1073|большая большая|6
1074|задача либо|6
1075|служба федеральной|6
1076|юго западу|6
1077|электронного правительства|6
1078|подчеркнул собеседник|6
1079|массового скопления|6
1080|человека ирака|6
1081|должны пройти|6
1082|находится дома|6
1083|числу людей|6
1084|сообщает итар|6
1085|странами запада|6
1086|песков предупредил|6
1087|данным течение|6
1088|миру мире|6
1089|укрепление отношений|6
1090|которую возглавляет|6
1091|несмотря неназванные|6
1092|нападавшие забрали|6
1093|такого решения|6
1094|управление фсб|6
1095|служба фас|6
1096|мнению министра|6
1097|территории сирии|6
1098|развитию конкуренции|6
1099|либо изменения|6
1100|избирателей полученной|6
1101|властей стороны|6
1102|россии ирана|6
1103|электронного кризиса|6
1104|является гражданином|6
1105|экономического развития|6
1106|грани срыва|6
1107|течение дней|6
1108|публикации доклада|6
1109|выполнения условий|6
1110|россии исключением|6
1111|дорожного движения|6
1112|идет речь|6
1113|охраны окружающей|6
1114|разрешения кризиса|6
1115|остается неизвестной|6
1116|дома дома|6
1117|кандидата демократов|6
1118|сильных сильных|6
1119|партнер сборной|6
1120|зависит поездок|6
1121|работу стране|6
1122|суммы денег|6
1123|атаковали ключевые|6
1124|цен бензин|6
1125|подчеркнул президент|6
1126|либо ограничений|6
1127|природного газа|6
1128|избирателей процента|6
1129|огня стороны|6
1130|российского газа|6
1131|дальнейших комментариев|6
1132|предупредил необходимости|6
1133|магатэ создает|6
1134|уполномоченный находится|6
1135|стран имеют|6
1136|учета электричества|6
1137|поводу назначения|6
1138|человека назвал|6
1139|ста долларов|6
1140|поддержке правительства|6
1141|остается неизвестным|6
1142|миру поводу|6
1143|управления скр|6
1144|операторов мобильной|6
1145|недели мнению|6
1146|сша барака|6
