|word|wordcount
138|начались массовые акции|20
139|ранения различной степени|19
140|ранее занимал пост|19
141|франции германии франции|19
142|течение ближайших недель|19
143|результате катастрофы погибли|19
144|получили ранения различной|19
145|погибли числе числе|19
146|занимал должность вице|18
147|подписал указ введении|18
148|результате обстрела погибли|18
149|ливии ливии ливии|18
150|ранее сообщалось ходе|18
151|ходе телефонного разговора|18
152|сша начались массовые|18
153|принято решение возбуждении|18
154|указ введении санкций|18
155|ранее сообщалось результате|18
156|двое сотрудников милиции|18
157|живет нью йорке|18
158|объем инвестиций экономику|18
159|ссылаясь источник правоохранительных|18
160|рф применение насилия|18
161|результате землетрясения магнитудой|18
162|среду марта сообщает|18
163|ведется расследование дела|18
164|представители правоохранительных органов|18
165|сборной россии чемпионом|17
166|прибыли сотрудники милиции|17
167|представители единой россии|17
168|отсутствия необходимого количества|17
169|беседы президентом россии|17
170|новости результате столкновений|17
171|колонии строгого режима|17
172|расследования дела контрабанде|17
173|данным следствия результате|17
174|настоящее идет речь|16
175|москвы юрий лужков|16
176|данным издания результате|16
177|инцидент произошел марта|16
178|мэр москвы юрий|16
179|дела контрабанде мебели|16
180|сумма сделки составила|16
181|участвовать выборах госдуму|16
182|аналитиков данном случае|16
183|словам настоящее мире|16
184|сообщается официальном сайте|16
185|мнению аналитиков данном|16
186|годы жил нью|16
187|пост президента сша|16
188|словам последние годы|16
189|словам настоящее стране|15
190|отметил настоящее мире|15
191|ук рф применение|15
192|результате взрыва пострадал|15
193|случае принятия закона|15
194|сообщает интерфакс заявил|15
195|настоящее отношении задержанных|15
196|россии сократился процента|15
197|рф мошенничество совершенное|15
198|настоящее больницах остаются|15
199|рост цен нефть|15
200|вынуждены покинуть дома|15
201|избран президентом россии|15
202|ссылкой представителя ведомства|15
203|сообщается сайте издания|15
204|результате дтп пострадал|15
205|жил нью йорке|15
206|дела контрабанде оружия|15
207|последние годы получил|15
208|инцидент произошел июня|15
209|идет речь идет|15
210|настоящее россии насчитывается|15
211|словам настоящее находятся|14
212|решение выплате компенсаций|14
213|россии продано тонн|14
214|вырос процента пункта|14
215|источник ракетно космической|14
216|лишения свободы условно|14
217|мошенничество совершенное лицом|14
218|случае принятия решения|14
219|ссылкой пресс службу|14
220|данным издания россии|14
221|путин предложил ужесточить|14
222|ранее среду марта|14
223|новости результате инцидента|14
224|уголовного дела факту|14
225|результате дтп погибли|14
226|сентября сообщает риа|14
227|составил миллиарда рублей|14
228|новости ссылкой представителя|14
229|государства настоящее стране|14
230|сотрудников правоохранительных органов|14
231|ртс вырос процента|14
232|заместителем руководителя театра|14
233|штраф размере долларов|14
234|ракетно космической отрасли|14
235|словам настоящее афганистане|14
236|данным результате дтп|14
237|столкновений сторонниками противниками|14
238|марта сообщает интерфакс|14
239|сообщается сайте следственного|14
240|ссылкой источник ракетно|14
241|результате столкновений сторонниками|14
242|случае удастся достичь|14
243|должность вице премьера|14
244|занимал должность заместителя|14
245|результате погибли сотни|13
246|настаивают процедура присоединения|13
247|ввп россии сократился|13
248|результате взрыва погибли|13
249|продано тонн зерна|13
250|предложил ужесточить наказание|13
251|агентства инцидент произошел|13
252|сша великобритании германии|13
253|ходе следствия словам|13
254|столкновений полицией погибли|13
255|результате погибли числе|13
256|состоянии алкогольного опьянения|13
257|подозреваемого возбуждено уголовное|13
258|франции италии франции|13
259|исключает возможности признания|13
260|решение введении санкций|13
261|находится домашним арестом|13
262|числе числе детей|13
263|результате столкновений полицией|13
264|данным результате погибли|13
265|хоккею вячеслав быков|13
266|летний спортсмен провел|13
267|сообщается сайте организации|13
268|словам настоящее ведется|13
269|примут участие представители|13
270|беседы президентом украины|13
271|сентября сообщается сайте|13
272|участие боевых действиях|13
273|данным агентства результате|13
274|вынужден уйти отставку|13
275|россии зафиксировано случаев|13
276|решение принято фоне|13
277|настоящее находятся числе|13
278|издания инцидент произошел|13
279|отношении подозреваемого возбуждено|13
280|германии франции германии|12
281|принято решение повышении|12
282|сообщает эхо москвы|12
283|издания результате погибли|12
284|соответствующее решение принято|12
285|отношении представителя власти|12
286|собеседника агентства результате|12
287|отношении бывшего главы|12
288|словам настоящее данном|12
289|введен режим чс|12
290|заместителем председателя правления|12
291|санкций россии отношении|12
292|числе детей числе|12
293|принято решение создании|12
294|результате аварии пострадал|12
295|данным издания ходе|12
296|новости ходе заседания|12
297|сборной россии хоккею|12
298|данным следствия ходе|12
299|детей числе детей|12
300|закон введении санкций|12
301|председателем правления газпрома|12
302|банк россии установил|12
303|составит миллиарда долларов|12
304|риа новости среду|12
305|рамках программы модернизации|12
306|теракта погибли числе|12
307|данным источника агентства|12
308|жертвами конфликта стали|12
309|исключен отсутствия необходимого|12
310|великобритании великобритании великобритании|12
311|миллиарда долларов миллиарда|12
312|признан виновным получении|12
313|долларов миллиарда долларов|12
314|годам колонии строгого|12
315|избран председателем правления|12
316|ближайшее проведен референдум|12
317|злоупотреблении должностными полномочиями|12
318|намерен участвовать выборах|12
319|погибли числе детей|12
320|ходе перестрелки произошедшей|12
321|путин поручил правительству|11
322|сложности общей сложности|11
323|ходе беседы убиты|11
324|правоохранительных органах результате|11
325|аварии погибли получили|11
326|подчеркнул настоящее данном|11
327|повышении ключевой ставки|11
328|инцидент произошел магазине|11
329|насилия отношении представителя|11
330|приводит риа новости|11
331|создании совместного предприятия|11
332|общей сложности общей|11
333|признать результаты плебисцита|11
334|инцидент произошел апреля|11
335|говорится сообщении сайте|11
336|последние годы провел|11
337|владимир путин поручил|11
338|абхазии южной осетии|11
339|соответствующие поправки закон|11
340|источника агентства результате|11
341|сайте следственного комитета|11
342|словам ходе беспорядков|11
343|перестрелки произошедшей среду|11
344|инвестиций экономику россии|11
345|начались массовые протесты|11
346|неоднократно обвиняли друга|11
347|вина доказана грозит|11
348|сообщении отмечается настоящее|11
349|результате крушения погибли|11
350|происшествия возбуждено уголовное|11
351|факту происшествия возбуждено|11
352|среду сентября сообщается|11
353|числе двое полицейских|11
354|отметил настоящее ведется|11
355|таким образом россии|11
356|готовы принять участие|11
357|индекс ртс вырос|10
358|подписал президент россии|10
359|италии франции италии|10
360|дела возбуждении уголовного|10
361|последним данным погибли|10
362|собеседника агентства инцидент|10
363|соответствующее распоряжение подписал|10
364|сообщили правоохранительных органах|10
365|госпитализирован тяжелом состоянии|10
366|исламское государство иг|10
367|акции протеста россии|10
368|новости ссылкой пресс|10
369|решение повышении ключевой|10
370|сервиса выросла процента|10
371|пресс службе управления|10
372|фоне роста цен|10
373|новости среду марта|10
374|бывший глава государства|10
375|крым вошел состав|10
376|рублей миллиарда рублей|10
377|считаем решение принято|10
378|настоящее доме находились|10
379|отмены санкций россии|10
380|последние годы сша|10
381|россии возбуждено уголовное|10
382|вошел состав россии|10
383|принято решение выплате|10
384|россии данным росстата|10
385|получил тяжелое ранение|10
386|избран мэром новгорода|10
387|закон запрете пропаганды|10
388|интерфакс ссылкой представителя|10
389|намерен отказываться проведения|10
390|расследование дела контрабанде|10
391|правоохранительные органы утверждают|10
392|слова приводит риа|10
393|теракта погибли большинство|10
394|землетрясения магнитудой процента|10
395|речь идет сумме|10
396|владимир путин передает|10
397|риа новости ссылаясь|10
398|аудитория сервиса выросла|10
399|заявил газпром намерен|10
400|самопровозглашенных республик донбасса|10
401|документе содержится призыв|10
402|германии франции франции|10
403|марта москве очередь|10
404|средств резервного фонда|10
405|агентства настоящее находится|10
406|применение насилия отношении|10
407|иг запрещена россии|10
408|швейцарии швейцарии швейцарии|10
409|уголовного кодекса рф|10
410|общего объема потребления|10
411|отмечает издание настоящее|10
412|результате дтп пострадали|10
413|распоряжение подписал президент|10
414|виновным получении взяток|9
415|стране примут участие|9
416|чемпионат футболу пройдет|9
417|экономику россии составляет|9
418|марта россии состоялся|9
419|находится стадии разработки|9
420|возглавил черный список|9
421|государство иг запрещена|9
422|предусматривает выделение кредита|9
423|произошедшей среду июня|9
424|составил миллиардов рублей|9
425|цены выросли процента|9
426|марта москве состоялся|9
427|сотрудниками правоохранительных органов|9
428|приговорен годам колонии|9
429|объем задолженности кредитам|9
430|составила миллиона долларов|9
431|петр порошенко заявил|9
432|пишет коммерсант заявил|9
433|словам собеседника издания|9
434|данным росстата россии|9
435|некоторых регионах страны|9
436|мнению аналитиков произойти|9
437|дмитрий песков заявил|9
438|бывшего главы государства|9
439|россии состоялся референдум|9
440|москве введен режим|9
441|убиты двое боевиков|9
442|случае признания независимости|9
443|размер пособия составил|9
444|результате происшествия погиб|9
445|ходе конфликта донбассе|9
446|службе управления мвд|9
447|провел составе сборной|9
448|составляет миллиона долларов|9
449|входит десятку крупнейших|9
450|результате погибли госпитализированы|9
451|штраф размере рублей|9
452|смог совершить преступление|9
453|операции боевиков убиты|9
454|последние годы цены|9
455|необходимого количества подписей|9
456|ходе беседы частности|9
457|сми появлялась информация|9
458|результате теракта беслане|9
459|предыдущий рекорд установлен|9
460|объем предложения составил|9
461|статье уголовного кодекса|9
462|курс доллара ммвб|9
463|представителями самопровозглашенных республик|9
464|представители самопровозглашенных республик|9
465|признан лучшим игроком|9
466|объем экспорта россии|9
467|составляет миллиардов долларов|9
468|вынужден отказаться посещения|9
469|ходе беспорядков погибли|9
470|встреча завершилась счетом|9
471|последние годы киев|9
472|заявил исключает возможности|9
473|страны сократится процента|9
474|составе организованной группы|9
475|отказался признать результаты|9
476|нападавшие обстреляли машину|9
477|никакого отношения убийству|9
478|интерфакс сообщает интерфакс|9
479|россии хоккею вячеслав|9
480|течение ближайших трех|9
481|марта результате теракта|9
482|принять участие выборах|9
483|сборной россии выиграл|9
484|сообщает интерфакс сообщает|9
485|принято фоне присоединения|9
486|марта сообщается сайте|9
487|следственного комитета рф|9
488|сторонниками противниками президента|8
489|насчитывается общего числа|8
490|общего числа граждан|8
491|числе сша великобритании|8
492|котором примут участие|8
493|глава государства отметил|8
494|регионе примут участие|8
495|управления следственного комитета|8
496|случае признания виновными|8
497|подписал закон введении|8
498|таким образом число|8
499|сообщалось результате теракта|8
500|опубликованном сайте ведомства|8
501|президента башара асада|8
502|общей сложности россии|8
503|противниками президента башара|8
504|службу гу мвд|8
505|правоохранительных органах столицы|8
506|выручка компании выросла|8
507|среду июня результате|8
508|дела факту хищения|8
509|таким образом суд|8
510|приняли участие выборах|8
511|компании выросла процента|8
512|советником президента сша|8
513|финансов антон силуанов|8
514|сентября сообщает тасс|8
515|россии составил миллиарда|8
516|газета коммерсант ссылаясь|8
517|сообщении указывается настоящее|8
518|размере миллиарда долларов|8
519|теракта беслане погибли|8
520|счет средств резервного|8
521|уголовное статье уголовного|8
522|ходе расследования выяснилось|8
523|должность заместителя начальника|8
524|агентства результате инцидента|8
525|сообщает официальный сайт|8
526|словам исключен отсутствия|8
527|сообщении сайте ведомства|8
528|миллиардов кубометров газа|8
529|юрий лужков предложил|8
530|объем инвестиций проект|8
531|заседании правительства среду|8
532|ответ просьбу журналистов|8
533|настоящее тюрьме находятся|8
534|конце февраля президент|8
535|пресс службу гу|8
536|россии зафиксировано сотен|8
537|хищения бюджетных средств|8
538|советником президента россии|8
539|происшествия работают сотрудники|8
540|отношения убийству литвиненко|8
541|решение банкротстве принято|8
542|решение создании совместного|8
543|обвиняет россию ведении|8
544|отмечает издание инцидент|8
545|настоящее идет гражданская|8
546|общего числа зарегистрированных|8
547|ходе обсуждения документа|8
548|сми появились сообщения|8
549|заместителем министра финансов|8
550|ходе заседания правительства|8
551|задержаны двое сотрудников|8
552|агентства результате погибли|8
553|беспорядков убиты двое|8
554|дальность полета составляет|8
555|москве очередь москве|8
556|стоимость проекта оценивается|8
557|начале президент россии|8
558|принято решение принято|8
559|сложности россии насчитывается|8
560|результате теракта совершенного|8
561|министр финансов антон|8
562|соглашение сотрудничестве россией|8
563|сообщалось ранее результате|8
564|данным жертвами конфликта|8
565|ввп страны сократится|8
566|словам настоящее доме|8
567|катастрофы погибли сотни|8
568|министерстве обороны россии|8
569|особо крупном размере|8
570|роста цен нефть|8
571|вынужден покинуть страну|8
572|управления мвд рф|8
573|издания настоящее находится|8
574|результате дтп произошедшей|8
575|мнению аналитиков россии|8
576|глава государства заявил|8
577|издание инцидент произошел|8
578|трем годам лишения|8
579|арестован рамках расследования|8
580|происшествия работают следователи|8
581|доказана грозит лишения|8
582|выделение кредита размере|8
583|факту хищения бюджетных|8
584|число жертв среди|8
585|теракта совершенного марта|8
586|совершено покушение убийство|8
587|путин передает риа|8
588|составил миллиардов долларов|8
589|правоохранительных органах ходе|7
590|режима прекращения огня|7
591|беслане погибли числе|7
592|процента годом ранее|7
593|россии установил курс|7
594|новости результате обстрела|7
595|настоящее отношении возбуждено|7
596|арбитражный суд москвы|7
597|произошло землетрясение магнитудой|7
598|настоящее находится домашним|7
599|сообщает тасс ссылкой|7
600|словам министра ближайшее|7
601|словам россии продано|7
602|перестрелки убиты двое|7
603|входит состав россии|7
604|регионального управления следственного|7
605|мнению аналитиков стране|7
606|дтп произошедшей среду|7
607|пятое турнирной таблице|7
608|результате крушения самолета|7
609|стоимость квадратного метра|7
610|россии дмитрием медведевым|7
611|сша барака обамы|7
612|разработки ядерного оружия|7
613|россии насчитывается долларов|7
614|состав россии марте|7
615|аварии погибли числе|7
616|работают сотрудники милиции|7
617|виктор ющенко призвал|7
618|фунтов стерлингов долларов|7
619|донбассе начался весной|7
620|объема потребления газа|7
621|содержится призыв переговорам|7
622|принять участие боевых|7
623|сообщается сайте компании|7
624|отказываться проведения акции|7
625|столкновений погибли большинство|7
626|первая попытка создания|7
627|барак обама призвал|7
628|россии проведено уголовных|7
629|газета коммерсант россии|7
630|донецкой народной республики|7
631|произошедшей среду февраля|7
632|тасс ссылкой источник|7
633|первым заместителем председателя|7
634|дела отношении бывшего|7
635|произошел среду февраля|7
636|данным результате аварии|7
637|обладателем кубка стэнли|7
638|среду марта сообщается|7
639|проекта оценивается долларов|7
640|стоимость проекта оценивалась|7
641|исключен отсутствия истории|7
642|ходе президентской кампании|7
643|ходе перестрелки убиты|7
644|убиты двое сотрудников|7
645|установил курс доллара|7
646|первым заместителем министра|7
647|одесской области михаил|7
648|депутаты госдумы предложили|7
649|новости ссылаясь источник|7
650|киев отказался признать|7
651|дефицит бюджета составит|7
652|полета составляет километров|7
653|независимости абхазии южной|7
654|настоящее тюрьме проживают|7
655|агентства результате происшествия|7
656|беспорядков киеве начались|7
657|настоящее афганистане действуют|7
658|принято решение введении|7
659|возбуждены уголовные дела|7
660|уголовного дела принято|7
661|данным агентства россии|7
662|инвестиций проект составит|7
663|санкций россии принято|7
664|самых богатых людей|7
665|москве расположен офис|7
666|россии вырос процента|7
667|землетрясения магнитудой тысячи|7
668|президента сша барака|7
669|москве настаивают процедура|7
670|самопровозглашенной донецкой народной|7
671|европейская валюта стоила|7
672|заявил намерен участвовать|7
673|закон пенсионной системы|7
674|стадии разработки ядерного|7
675|москве данным издания|7
676|слушания делу назначены|7
677|частности сша великобритании|7
678|президентом россии дмитрием|7
679|происшествия прибыли специалисты|7
680|сделки составила долларов|7
681|мнению экспертов стране|7
682|избран президентом сша|7
683|чемпионат хоккею пройдет|7
684|расследования дела возбуждении|7
685|президента россии владимира|7
686|находились числе детей|7
687|погибли большинство погибли|7
688|отношении бывшего президента|7
689|числа зарегистрированных избирателей|7
690|грозит штраф размере|7
691|россии владимира путина|7
692|говорится сообщении ведомства|7
693|фоне присоединения крыма|7
694|результате теракта пострадал|6
695|председателя правления газпрома|6
696|принято связи инцидентом|6
697|беспорядков киеве погибли|6
698|соответствии действующим законодательством|6
699|главы государства стране|6
700|убиты числе двое|6
701|предложил ужесточить контроль|6
702|риа новости россии|6
703|инцидент произошел районе|6
704|комментируя решение суда|6
705|отметил настоящее стране|6
706|президентом украины виктором|6
707|президента сша дональда|6
708|власти россии решили|6
709|президента россии дмитрий|6
710|бюджетных средств выделенных|6
711|предпринимателя бориса березовского|6
712|бывший губернатор одесской|6
713|провел боев выиграв|6
714|агентство настоящее идет|6
715|словам россии зафиксировано|6
716|сотрудники милиции двое|6
717|стоимость контракта составляет|6
718|бывший глава мвд|6
719|сделка состоится марта|6
720|число жертв теракта|6
721|двое детей числе|6
722|словам ходе перестрелки|6
723|суд удовлетворил ходатайство|6
724|февраля президент украины|6
725|власти сша намерены|6
726|участие выборах президента|6
727|задолженности кредитам составил|6
728|съемки фильма начнутся|6
729|данном случае изменится|6
730|находится больнице находится|6
731|издания россии продано|6
732|выручка компании составила|6
733|владимиром путиным поступало|6
734|новости результате теракта|6
735|заявил ходе телефонного|6
736|ближайшее принято решение|6
737|путин подписал закон|6
738|ходе заседания суда|6
739|расположен офис университета|6
740|результате столкновений демонстрантов|6
741|заявил намерен отказываться|6
742|июля президент россии|6
743|слова приводит интерфакс|6
744|возможности признания независимости|6
745|россии отношении россии|6
746|рамках программы приватизации|6
747|узлов дальность полета|6
748|отток капитала россии|6
749|первым тренером сборной|6
750|сократился процента процента|6
751|отношении задержанного возбуждено|6
752|сборной россии футболу|6
753|инцидент произошел февраля|6
754|превышение должностных полномочий|6
755|тренер сборной россии|6
756|составила миллиарда рублей|6
757|избежать наказания случившееся|6
758|приговорил трем годам|6
759|скончался полученных ранений|6
760|страны воздержаться поездок|6
761|путин предложил правительству|6
762|заявил вице премьер|6
763|составляет миллиарда долларов|6
764|предусматривает наказание виде|6
765|компании увеличилась процента|6
766|рынке утром марта|6
767|февраля президент россии|6
768|министерства обороны россии|6
769|отношении начато расследование|6
770|сша великобритании великобритании|6
771|аварии погибли госпитализированы|6
772|миллиарда рублей миллиарда|6
773|расследования дела отношении|6
774|ходе беседы журналистами|6
775|предыдущих предыдущих предыдущих|6
776|таким образом последние|6
777|конце президент россии|6
778|отказаться посещения страны|6
779|ввп страны сократился|6
780|некоторым данным результате|6
781|правительства среду сентября|6
782|избежать отмены санкций|6
783|втб втб втб|6
784|первым заместителем директора|6
785|антон силуанов заявил|6
786|россии составляет миллиарда|6
787|случае признания вины|6
788|добиваться отмены санкций|6
789|числе россиян числе|6
790|украины виктором ющенко|6
791|рамках программы реновации|6
792|лицензию осуществление банковских|6
793|добиваться выдачи виз|6
794|сотрудников милиции ходе|6
795|дтп пострадали человека|6
796|принят закон запрете|6
797|составил миллиона рублей|6
798|стране насчитывается избирателей|6
799|суд признал виновным|6
800|чемпионата россии футболу|6
801|следствия результате погибли|6
802|лишения свободы убийство|6
803|находятся числе детей|6
804|правоохранительных органах сообщил|6
805|тренером сборной россии|6
806|составила миллиарда долларов|6
807|двое сотрудников правоохранительных|6
808|обвиняли друга нарушении|6
809|последним данным жертвами|6
810|россии принят закон|6
811|суд приговорил трем|6
812|словам представителя мвд|6
