|word|wordcount
140|лауреатов намечена ноябрь|4
141|рублей триллиона рублей|4
142|инцидент произошел вечером|4
143|спустя некоторое подошел|4
144|составил миллиона долларов|4
145|газета спорт экспресс|4
146|странах восточной европы|4
147|фунтов стерлингов миллиона|4
148|нарушении правил дорожного|4
149|вооруженных сил украины|4
150|развивать скорость километров|4
151|приговор обвиняемым делу|4
152|составе сборной россии|4
153|премьер министра страны|4
154|петербурга валентина матвиенко|4
155|награждения лауреатов намечена|4
156|газета новые известия|4
157|миллиардов рублей миллиардов|4
158|российского внешнеполитического ведомства|4
159|юго востоке москвы|4
160|травмы различной степени|4
161|виде лишения свободы|4
162|площадью квадратных метров|4
163|депутат государственной думы|4
164|сумму миллиона рублей|4
165|военнослужащих внутренних войск|4
166|россии владимира путина|4
167|нью йорк рейнджерс|4
168|погибли получили ранения|4
169|министр россии дмитрий|4
170|сообщает официальный представитель|4
171|борту находились пассажиров|4
172|получили тяжелые ранения|4
173|путин подписал указ|4
174|иранских ядерных разработок|4
175|сообщается официальном сайте|4
176|федеральной таможенной службе|4
177|совета федерации валентина|4
178|побережье краснодарского края|4
179|фондовые индексы закрылись|4
180|президент владимир путин|4
181|наказание виде лишения|4
182|сообщил риа новости|4
183|стерлингов миллиона долларов|4
184|комитета совета федерации|4
185|национальной безопасности страны|4
186|нижней палаты парламента|4
187|процента триллиона рублей|4
188|министр экономического развития|4
189|дорожного движения эксплуатации|4
190|результате инцидента погибли|4
191|го тура чемпионата|4
192|новости ссылкой источники|4
193|сотрудники правоохранительных органов|4
194|центральный банк россии|4
195|возбуждении уголовного дела|4
196|похитители угрожают убить|4
197|рассказала похитители угрожают|4
198|общую сумму миллиардов|4
199|приняла решение закрытии|4
200|общую сумму миллиарда|4
201|уголовного дела факту|4
202|тура группового этапа|4
203|таким образом сборная|4
204|котором приняли участие|4
205|цене долларов тысячу|4
206|иа новости грузия|4
207|путин поручил правительству|4
208|движения повлекшее неосторожности|4
209|данным правоохранительных органов|4
210|пишет спорт экспресс|3
211|отказался уточнить детали|3
212|средняя продолжительность жизни|3
213|сообщает официальный сайт|3
214|общий призовой фонд|3
215|академии театрального искусства|3
216|гражданами саудовской аравии|3
217|владимир путин лично|3
218|приняла третьем чтении|3
219|лиги чемпионов го|3
220|лидером владимиром путиным|3
221|погибли меньшей мере|3
222|нарушение правил безопасности|3
223|рамках расследования дела|3
224|данным радиостанции свобода|3
225|доставили отделение милиции|3
226|январь октябрь объем|3
227|регионального управления мчс|3
228|человека сообщает риа|3
229|президент страны виктор|3
230|пишет газета коммерсантъ|3
231|уголовное статье ук|3
232|общая сумма сделки|3
233|россии владимиру путину|3
234|факту возбуждено уголовное|3
235|плей офф лиги|3
236|вручения премий грэмми|3
237|движение террористической организацией|3
238|жителей полуострова высказались|3
239|ликвидации последствий аварии|3
240|назначил андрея исполняющим|3
241|общая сумма ущерба|3
242|андрея исполняющим обязанности|3
243|федерации валентина матвиенко|3
244|результате инцидента пострадали|3
245|ссылкой источники близкие|3
246|следственного комитета рф|3
247|происшествия работают сотрудники|3
248|передает интерфакс ссылкой|3
249|военно воздушных сил|3
250|сведениям эха москвы|3
251|какие либо иные|3
252|бывшего иракского диктатора|3
253|главным тренером сборной|3
254|самым популярным европейским|3
255|сайте следственного комитета|3
256|течение шести месяцев|3
257|олимпийских играх сочи|3
258|начале торговой сессии|3
259|гру сергея скрипаля|3
260|национальной безопасности обороны|3
261|выделено миллиардов рублей|3
262|финала лиги европы|3
263|совета директоров компании|3
264|крупнейшие покупатели алюминия|3
265|особо тяжких преступлений|3
266|мощностью лошадиных сил|3
267|подписан владимиром путиным|3
268|москвы юрий лужков|3
269|части статьи статьи|3
270|процента годовом выражении|3
271|течение пяти выделит|3
272|пресс службу кремля|3
273|незаконном обороте оружия|3
274|народной республике лнр|3
275|взрывное устройство мощностью|3
276|причинение вреда здоровью|3
277|сумму миллиарда рублей|3
278|годам лишения свободы|3
279|сборной россии футболу|3
280|матч финала лиги|3
281|таким заявлением выступил|3
282|президенту россии владимиру|3
283|причины катастрофы установлены|3
284|приводит риа новости|3
285|применения химического оружия|3
286|составе сборной ссср|3
287|результате падения самолетов|3
288|погиб пятеро получили|3
289|таким образом число|3
290|ведет розыск преступников|3
291|приняли решение продлить|3
292|самопровозглашенной республике приднестровье|3
293|особо крупном размере|3
294|ранее президент украины|3
295|российской академии наук|3
296|добыча полезных ископаемых|3
297|окраине города произошел|3
298|компания планирует повысить|3
299|опубликован официальном портале|3
300|правил безопасности движения|3
301|президент страны петр|3
302|среди членов экипажа|3
303|предварительные слушания делу|3
304|пост уполномоченного правам|3
305|работы ликвидации последствий|3
306|решения вопроса экстрадиции|3
307|квадратных метров жилья|3
308|сообщает агентство риа|3
309|президента франции николя|3
310|колонии общего режима|3
311|рост цен бензин|3
312|либо иные подробности|3
313|инфляция составила процента|3
314|документ опубликован сайте|3
315|январь октябрь го|3
316|страны петр порошенко|3
317|общую сумму долларов|3
318|главы администрации президента|3
319|результате столкновения погибли|3
320|действующий президент сша|3
321|передает агентство риа|3
322|общую сумму рублей|3
323|украины виктором ющенко|3
324|слушания делу завершились|3
325|председатель комитета совета|3
326|причиной аварийной посадки|3
327|владимир путин заявил|3
328|возбуждены уголовные дела|3
329|министра экономического развития|3
330|представителей правоохранительных органов|3
331|составила миллиарда рублей|3
332|санкт петербургский зенит|3
333|сумму миллиардов долларов|3
334|фунтов стерлингов долларов|3
335|результате инцидента пострадал|3
336|сумма обязательств компании|3
337|чемпионата россии футболу|3
338|вице спикера госдумы|3
339|суд удовлетворил ходатайство|3
340|рио де жанейро|3
341|новости ссылкой собственного|3
342|секретарь совета национальной|3
343|издание спорт экспресс|3
344|газета коммерсантъ ссылкой|3
345|сообщает иа новости|3
346|мэр москвы юрий|3
347|тура чемпионата россии|3
348|передает агентство интерфакс|3
349|триллиона рублей триллиона|3
350|кандидата пост губернатора|3
351|предварительным данным летний|3
352|слова передает риа|3
353|реджеп тайип эрдоган|3
354|доллар подешевел копеек|3
355|прибыль составила миллиарда|3
356|отмечает риа новости|3
357|составит триллиона рублей|3
358|общее число погибших|3
359|председателя совета директоров|3
360|церемония вручения премий|3
361|премьер министр михаил|3
362|великой отечественной войны|3
363|работают спасатели полицейские|3
364|гривен миллиона долларов|3
365|франции николя саркози|3
366|единиц стрелкового оружия|3
367|пятеро получили ранения|3
368|рублей общую сумму|3
369|радиостанции эхо москвы|3
370|тюрьмы строгого режима|3
371|пресс службу правительства|3
372|миллиона долларов сша|3
373|исламское государство иг|3
374|выделено миллиона рублей|3
375|расследования уголовного дела|3
376|группа вооруженных людей|3
377|вооружения военной техники|3
378|закон запрещающий использование|3
379|составляет квадратных метров|3
380|словам вице спикера|3
381|международный валютный фонд|3
382|возбудил уголовное части|3
383|свыше миллиардов рублей|3
384|администрация белого дома|3
385|ссылкой представителя самообороны|3
386|градоначальника сергея собянина|3
387|санкт петербурга валентина|3
388|главное следственное управление|3
389|триллиона рублей процента|3
390|ракета взорвалась воздухе|2
391|составляет триллиона рублей|2
392|президент республики реджеп|2
393|пишет газета спорт|2
394|группировки исламское государство|2
395|апреля стало известно|2
396|сутки подача природного|2
397|работавший премьер министр|2
398|участвовать президентских выборах|2
399|данным гувд москвы|2
400|триллиона рублей миллиардов|2
401|действующий спикер совета|2
402|составил миллиардов рублей|2
403|суд москвы продлил|2
404|сша признал вину|2
405|главное военное следственное|2
406|депутаты нижней палаты|2
407|депутат верховной рады|2
408|российских правоохранительных органов|2
409|центра стратегических разработок|2
410|московскому европейская валюта|2
411|упали процента сравнению|2
412|петр порошенко подписал|2
413|сбор подписей поддержку|2
414|делом михаила ходорковского|2
415|передает интерфакс запад|2
416|петр порошенко назвал|2
417|суд иском защите|2
418|слова приводит риа|2
419|ссылкой источники службах|2
420|глава российского внешнеполитического|2
421|рао еэс россии|2
422|министр страны владимир|2
423|чтении закон защите|2
424|чемпионата легкой атлетике|2
425|дмитрий медведев глава|2
426|местные органы власти|2
427|порошенко подписал указ|2
428|поисково спасательные службы|2
429|действующий президент россии|2
430|считает самым популярным|2
431|производство собственных телешоу|2
432|составил миллиарда долларов|2
433|населенного пункта стрелка|2
434|стало причиной гибели|2
435|президента михаила саакашвили|2
436|процента сравнению прошлого|2
437|статьей ук рф|2
438|сообщению риа новости|2
439|результате погибли трое|2
440|составила миллиона рублей|2
441|сообщает телеканал нтв|2
442|процента ввп украины|2
443|таким образом общее|2
444|эфире радиостанции эхо|2
445|сообщает спорт экспресс|2
446|составе национальной команды|2
447|словам представителей администрации|2
448|российской академии театрального|2
449|уголовного кодекса украины|2
450|миллиардов рублей процента|2
451|й минуте счет|2
452|стала первой истории|2
453|глава правительства дмитрий|2
454|канцлера германии ангелы|2
455|эксперты аукционного дома|2
456|принадлежит процента акций|2
457|правоохранительных органов убиты|2
458|приводит итар тасс|2
459|женщины избрана мера|2
460|миллиардов миллиардов рублей|2
461|семи годам тюрьмы|2
462|личность злоумышленника установили|2
463|дональда трампа президента|2
464|строительство аэс начаться|2
465|говорится официальном сайте|2
466|владимир путин назначил|2
467|пяти миллиардов рублей|2
468|полиция объявила завершении|2
469|депутат законодательного собрания|2
470|сша саудовской аравии|2
471|вмешательство президентские выборы|2
472|инцидент произошел квартире|2
473|статье уголовного кодекса|2
474|одним главных ролей|2
475|грузии сообщает интерфакс|2
476|результате теракта получили|2
477|города сан диего|2
478|режима башара асада|2
479|турнирной таблице восточной|2
480|среди погибших оказались|2
481|составит тысячи рублей|2
482|индексы закрылись минусе|2
483|систему страхования вкладов|2
484|полиции результате инцидента|2
485|супруга градоначальника сергея|2
486|глава гу мвд|2
487|центральный банк рф|2
488|мошенничестве отмывании денег|2
489|источники правоохранительных органах|2
490|местная пресса утверждает|2
491|документ опубликован официальном|2
492|финансов россии дмитрий|2
493|предъявлено обвинение части|2
494|самостоятельно покинуть страну|2
495|случае речь идет|2
496|настоящее ведется следствие|2
497|апреле го бин|2
498|данному факту возбуждено|2
499|военно морского флота|2
500|соответствующий указ подписал|2
501|газета ведомости пишет|2
502|транспортных средств повлекшее|2
503|источник администрации президента|2
504|сработало взрывное устройство|2
505|защите прав потребителей|2
506|третьем квартале процента|2
507|экономически активного населения|2
508|бывшего президента ирака|2
509|покупатели алюминия америке|2
510|решение суда принято|2
511|согласно сообщению ракета|2
512|краснодарского края намечено|2
513|составила долларов тысячу|2
514|сотрудника правоохранительных органов|2
515|германии ангела меркель|2
516|мировом рынке утром|2
517|основных избирательных участков|2
518|говорится сообщении ск|2
519|участники акции забросали|2
520|лидер партии эдуард|2
521|словам представителя штаба|2
522|части тысячи подписей|2
523|связи дефицитом бюджета|2
524|протяжении пяти месяцев|2
525|февраля российский министр|2
526|сообщалось последние дня|2
527|выиграла серебряную медаль|2
528|глава минфина россии|2
529|уголовное возбуждено статье|2
530|процента общего количества|2
531|рублей миллиарда рублей|2
532|россии январь октябрь|2
533|соответствующая запись появилась|2
534|спорта россии виталий|2
535|ранее сообщалось восьми|2
536|издания инцидент произошел|2
537|михаила ходорковского части|2
538|рублей отмечает издание|2
539|управление следственного комитета|2
540|свыше трех рублей|2
541|операции востоке украины|2
542|тасс ссылкой представителя|2
543|эфире радиостанции русская|2
544|чемпионат европы футболу|2
545|россии виталий мутко|2
546|московской области андрея|2
547|течение трех месяцев|2
548|международной космической станции|2
549|добавил собеседник агентства|2
550|рублей стало известно|2
551|дональда трампа расширения|2
552|планирует принять участие|2
553|местах лишения свободы|2
554|сведениям издания помощник|2
555|ссылкой источники правительстве|2
556|километров тысячи километров|2
557|финансово экономический блок|2
558|получил право проводить|2
559|новости ссылкой источник|2
560|потрачены техническое обеспечение|2
561|лишения свободы статье|2
562|общая сумма исков|2
563|израиля ариэль шарон|2
564|образом суд удовлетворил|2
565|вступит силу января|2
566|правительства дмитрий медведев|2
567|снижение нефтяных цен|2
568|ходе спецоперации танк|2
569|декабре го бин|2
570|страны имеют права|2
571|официальный представитель мчс|2
572|данный момент счет|2
573|уполномоченного правам животных|2
574|жителей штата наверняка|2
575|сообщалось выручка преступной|2
576|турнире примут участие|2
577|планируется завершить конца|2
578|условиях глобального финансового|2
579|тарифы услуги естественных|2
580|глава чечни рамзан|2
581|ядерных разработок открытом|2
582|инцидент произошел утром|2
583|премьер правительства москвы|2
584|стало известно понедельник|2
585|германии ангелы меркель|2
586|курс европейской валюты|2
587|состоянии сильного алкогольного|2
588|инцидент произошел московскому|2
589|течение пяти минут|2
590|информации издания инцидент|2
591|основных направлений деятельности|2
592|трое получили ранения|2
593|статьи уголовного уголовного|2
594|мнения придерживается уполномоченный|2
595|компании упали процента|2
596|уголовного кодекса россии|2
597|временно исполняющим обязанности|2
598|федеральной службе исполнения|2
599|доходы ценных бумаг|2
600|управления следственного комитета|2
601|юлия тимошенко призвала|2
602|охраны окружающей среды|2
603|экстремистской группировки правый|2
604|четверо участников акции|2
605|воздушного пространства финляндии|2
606|курс доллара составит|2
607|россии западном берегу|2
608|доллара составит рубля|2
609|пресс секретарь российского|2
610|специальная рабочая группа|2
611|первом этаже здания|2
612|инцидент произошел среду|2
613|эксперты называют цифры|2
614|российского футбольного союза|2
615|последние существенно сократилась|2
616|сотрудников учебного заведения|2
617|стало известно одна|2
618|произошел вечером марта|2
619|пресс службе правительства|2
620|минувшую пятницу курс|2
621|премьер игорь сечин|2
622|январь октябрь вырос|2
623|сообщалось ранее аналогичный|2
624|смогли договориться кредиторами|2
625|данным владелец карты|2
626|проходят митинги защиту|2
627|итоге моряки ушли|2
628|петр порошенко призвал|2
629|данным следственного комитета|2
630|городе штат калифорния|2
631|дальнейшем правоохранительные органы|2
632|рассказал изданию региональном|2
633|первого заместителя председателя|2
634|такую оценку дал|2
635|сильного алкогольного опьянения|2
636|взрыва возбуждено уголовное|2
637|пострадавший доставлен больницу|2
638|прибывшие происшествия полицейские|2
639|леонардо ди каприо|2
640|адвокаты бизнесмена настаивали|2
641|июня премьер министр|2
642|ходе заседания госдумы|2
643|воздушных сил сша|2
644|россии владимиром путиным|2
645|президента рф дмитрий|2
646|приняли участие спортсменов|2
647|взрыв произошел полуночи|2
648|передает агентство итар|2
649|стороны сотрудников правоохранительных|2
650|никита тихонов заявил|2
651|террористы совершили нападение|2
652|задержаны правоохранительными органами|2
653|источник правоохранительных органах|2
654|речь идет сумме|2
655|создана специальная комиссия|2
656|погибли человека сообщает|2
657|избирательной кампании барака|2
658|доллара тысячу кубометров|2
659|представитель генеральной прокуратуры|2
660|войск муаммара каддафи|2
661|сделки составила рублей|2
662|составила миллиардов долларов|2
663|словам взрывное устройство|2
664|пишет газета коммерсант|2
665|ук рф получение|2
666|информации издания спорт|2
667|составит миллиона долларов|2
668|военных действий территории|2
669|премьер министра россии|2
670|предъявлены обвинения нескольким|2
671|ожидании решения международного|2
672|течение нескольких часов|2
673|войны погибли военнослужащих|2
674|внутренних войск мвд|2
675|ранее сообщалось выручка|2
676|участие чемпионате европы|2
677|москве подчеркивают процедура|2
678|следственный комитет россии|2
679|представлен зрителям ближе|2
680|владимиром путиным декабря|2
681|курс доллара рублю|2
682|северо кавказского военного|2
683|превышении служебных полномочий|2
684|губернатора свердловской области|2
685|сумма ущерба называется|2
686|проекте саудовской аравии|2
687|подобного рода операций|2
688|послужили технические неполадки|2
689|ссылкой представителей правоохранительных|2
690|чтении закон запрещающий|2
691|пленных министерства финансов|2
692|судебно медицинские экспертизы|2
693|начали наносить удары|2
694|получили ранения результате|2
695|пресс службу гувд|2
696|изменения северной америке|2
697|российские вкс начали|2
698|вывезли взрывное устройство|2
699|средств повлекшее неосторожности|2
700|милиции получили ранения|2
701|расположенной западном побережье|2
702|й статье ук|2
703|доставлены отделение милиции|2
704|грузии михаила саакашвили|2
705|цене миллиардов рублей|2
706|правительства иркутской области|2
707|относительно применения химического|2
708|нападения возбуждено уголовное|2
709|сентябре стало известно|2
710|заявил речь идет|2
711|состоянии алкогольного опьянения|2
712|офф лиги чемпионов|2
713|раза сравнению годом|2
714|ряде регионов украины|2
715|словам матвиенко смысл|2
716|футбольного клуба челси|2
717|юго востоке страны|2
718|взятки особо крупном|2
719|введение режима экономии|2
720|поручил правительству ввести|2
721|президентом владимиром путиным|2
722|статьи статьи уголовного|2
723|находятся следственном изоляторе|2
724|указом президента страны|2
725|английский манчестер юнайтед|2
726|превышает миллиардов рублей|2
727|инцидент произошел марта|2
728|южном федеральном округе|2
729|признали виновным незаконном|2
730|умышленное повреждение имущества|2
731|лишения свободы возбуждено|2
732|базовой процентной ставки|2
733|валентина матвиенко направила|2
734|службе исполнения наказаний|2
735|пишет газета новые|2
736|обязанности главы региона|2
737|общий объем средств|2
738|разрешение президента башара|2
739|законодательного собрания красноярского|2
740|полиции удалось задержать|2
741|говорится официальном сообщении|2
742|уголовного уголовного кодекса|2
743|иркутской области михаил|2
744|матч завершился счетом|2
745|чемпионата европы футболу|2
746|министерства юстиции сша|2
747|составили триллиона рублей|2
748|запустить производство собственных|2
749|представитель национальной безопасности|2
750|геннадий зюганов заявил|2
751|трансляцию соревнований вел|2
752|погибли трое полицейских|2
753|михаил саакашвили приехал|2
754|торгово промышленной палатой|2
755|должность президента франции|2
756|повышении пенсионного возраста|2
757|министр михаил касьянов|2
758|новости ссылкой представителей|2
759|администрации президента венесуэлы|2
760|инцидент произошел летом|2
761|ряде европейских стран|2
762|выступил введение санкций|2
763|согласно данным владелец|2
764|должны потрачены техническое|2
765|ссылкой источники правоохранительных|2
766|зимних олимпийских играх|2
767|следственное управление следственного|2
768|военные действия россией|2
769|отношении женщины избрана|2
770|выборы мэра сочи|2
771|свердловской области задержали|2
772|россии возбудил уголовное|2
773|предъявлены налоговые претензии|2
774|привлечь уголовной ответственности|2
775|сборная россии сыграет|2
776|заместитель главы администрации|2
777|первого тура группового|2
778|северо востоке москвы|2
779|федеральной службы сша|2
780|министр финансов страны|2
781|сообщает ленинградской области|2
782|ким чен ир|2
783|правоохранительные органы начали|2
784|кавказского военного округа|2
785|превышает миллиардов долларов|2
786|секретарь президента рф|2
787|первом полугодии прибыль|2
788|словам пресс секретаря|2
789|общей сложности миллиона|2
790|должности командующего вмс|2
791|угрозе совершения преступлений|2
792|сравнению годом доходы|2
793|фондовые индексы торгах|2
794|назвали произошедшее терактом|2
795|чечни рамзан кадыров|2
796|средств федерального бюджета|2
797|дмитрий песков заверил|2
798|пояснительной записке законопроекту|2
799|стран ближнего востока|2
800|юго западе москвы|2
801|движения повлекшее тяжкие|2
802|разным данным магазине|2
803|администрации президента россии|2
804|итар тасс решение|2
805|ссылкой источники рф|2
806|вел телеканал спорт|2
807|итоги выборов мэра|2
808|регулярном чемпионате кхл|2
809|погибли мирных жителей|2
810|самолеты способны развивать|2
811|знак протеста движения|2
812|миллиона триллиона рублей|2
813|попросили бывшего президента|2
814|речь идет завершении|2
815|вырос процента триллиона|2
816|последние недели повстанцы|2
817|возбуждены уголовных дела|2
818|председатель совета директоров|2
819|пишет газета ведомости|2
820|членов экипажа вертолета|2
821|парламентские выборы пройдут|2
822|эдуард лимонов заявил|2
823|министр иностранных россии|2
