|word|wordcount
125|миллиарда долларов процента|5
126|риа новости сайте|5
127|министр финансов кемеровской|5
128|финансов кемеровской области|5
129|среднем миллиардов долларов|5
130|житель города нижний|5
131|статье тысячи долларов|5
132|министр россии дмитрий|5
133|счетом миллиарда долларов|5
134|меньшей мере тысячи|5
135|получили миллиарда долларов|5
136|погибли двое военнослужащих|5
137|уголовное статье тысячи|5
138|составлял миллиарда долларов|5
139|летнего юрия лужкова|5
140|находятся тяжелом состоянии|4
141|миллиарда долларов размере|4
142|летний президент украины|4
143|настоящему моменту геймеры|4
144|оценивается тысячи долларов|4
145|области миллиарда долларов|4
146|июля президент сша|4
147|самопровозглашенной донецкой народной|4
148|риа новости премьер|4
149|достигла миллиардов долларов|4
150|инцидент произошел апреля|4
151|уголовное статье ук|4
152|дней миллиарда долларов|4
153|управление мвд россии|4
154|миллиарда долларов выделенных|4
155|скорость миллиардов долларов|4
156|летний возбуждено уголовное|4
157|развивать скорость миллиарда|4
158|службы безопасности украины|4
159|опустился миллиарда долларов|4
160|тайно способен кредитов|4
161|итогам составила миллиарда|4
162|вырос миллиарда долларов|4
163|общая сумма компенсации|4
164|результате аварии погибли|4
165|составила миллиона долларов|4
166|передает агентство новости|4
167|вторник миллиарда долларов|4
168|ранее президент сша|4
169|составить миллиардов долларов|4
170|вице премьер министр|4
171|сумму миллиардов долларов|4
172|заработала миллиардов долларов|4
173|получит миллиарда долларов|4
174|результате лишения свободы|4
175|течение миллиардов долларов|4
176|пассажиров получили ранения|4
177|июля официальном сайте|4
178|достигла миллиарда долларов|4
179|результате происшествия находились|4
180|источник риа новости|4
181|общая сумма контракта|4
182|дней лишения свободы|4
183|сша миллиардов долларов|4
184|незаконный оборот оружия|4
185|своем официальном сайте|4
186|компании составила миллиарда|4
187|применением огнестрельного оружия|4
188|официальном сайте ведомства|4
189|россии составила миллиарда|4
190|миллиарда долларов стран|4
191|приходится миллиарда долларов|4
192|министр россии владимир|4
193|долларов составит миллиарда|4
194|результате происшествия произошло|4
195|провел миллиарда долларов|4
196|миллиарда долларов евро|4
197|выросла миллиарда долларов|4
198|протяжении нескольких месяцев|4
199|составит тысячи долларов|4
200|результате миллиарда долларов|4
201|министр финансов россии|4
202|результате взрыва задержаны|4
203|долларов миллиарда евро|4
204|колонии строгого режима|4
205|миллиардов долларов страны|4
206|скорость миллиарда долларов|4
207|сделки оценивается миллиардов|4
208|сша составила миллиарда|3
209|приняли участие долларов|3
210|результате погибли человека|3
211|июля миллиарда долларов|3
212|сделки составила тысячи|3
213|президентом сша башар|3
214|самым ценным игроком|3
215|миллиарда долларов передает|3
216|сфере безопасности транспорта|3
217|тысячи тысячи долларов|3
218|президента сша развивается|3
219|стран миллиарда долларов|3
220|статьи ук рф|3
221|инцидент произошел марта|3
222|новости пресс релизе|3
223|великой отечественной войны|3
224|рейтинговое агентство новости|3
225|произошел миллиарда долларов|3
226|результате получили ранения|3
227|выросло миллиарда долларов|3
228|новости ссылкой источник|3
229|произошедшего возбуждено уголовное|3
230|превысить миллиардов долларов|3
231|погибли получили ранения|3
232|задержаны двое получили|3
233|выручка компании составила|3
234|получил миллиардов долларов|3
235|результате авиакатастрофы задержаны|3
236|пятницу миллиарда долларов|3
237|официальном сайте управления|3
238|риа новости пресс|3
239|цене миллиарда долларов|3
240|результате столкновений плакат|3
241|федеральной службы безопасности|3
242|июля передает риа|3
243|рф тысячи долларов|3
244|сделки составила процента|3
245|ук рф тысячи|3
246|результате происшествия принято|3
247|финала лиги европы|3
248|сумма составила миллиарда|3
249|погибли миллиарда долларов|3
250|премьер министр соединенного|3
251|авиакатастрофы произошла апреля|3
252|дней передает риа|3
253|погибли миллиардов долларов|3
254|долларов размере миллиарда|3
255|повлекшее неосторожности смерть|3
256|инцидент произошел пятницу|3
257|первом квартале опустился|3
258|мощность взрывного устройства|3
259|превышает миллиардов долларов|3
260|управлении федеральной службы|3
261|инцидент произошел мая|3
262|стали миллиарда долларов|3
263|министр россии борис|3
264|июля глава государства|3
265|собеседник агентства заявил|3
266|полка лишения свободы|3
267|результате взрыва летнего|3
268|премьер министр владимир|3
269|сша башар асад|3
270|федеральной целевой программы|3
271|инцидент произошел четверг|3
272|пресс службе мвд|3
273|премьер министр украины|3
274|упал миллиарда долларов|3
275|выделено миллиардов долларов|3
276|результате авиакатастрофы поступил|3
277|миллиарда долларов составили|3
278|произошла миллиарда долларов|3
279|понедельник миллиарда долларов|3
280|общая сумма кредита|3
281|президент украины виктор|3
282|апреля миллиарда долларов|3
283|словам собеседника агентства|3
284|пресс службу мвд|3
285|летний житель чечни|3
286|президент сша установила|3
287|тушении огня ворвались|3
288|страны сообщает риа|3
289|выделить миллиардов долларов|3
290|задержан тяжелом состоянии|3
291|санкт петербурге возбуждено|3
292|потрачено миллиардов долларов|3
293|объем составила миллиарда|3
294|результате происшествия обнаружены|3
295|миллиардов долларов составит|3
296|ммвб миллиарда долларов|3
297|инцидент произошел августа|3
298|президент турции реджеп|3
299|планируется выделить долларов|3
300|министр финансов владимирской|3
301|министр финансов алексей|3
302|развивать скорость миллиардов|3
303|тысячи долларов миллиардов|3
304|июля сообщает риа|3
305|перспективных проектов составила|3
306|летний собеседник агентства|3
307|миллиарда долларов тысячи|3
308|июня президент россии|3
309|президент сша произведена|3
310|дмитрий песков сообщил|3
311|сравнению аналогичным образом|3
312|стран миллиардов долларов|3
313|взрыва погибли двое|3
314|сша миллиарда долларов|3
315|ранее премьер министр|3
316|работающий официальном сайте|3
317|результате взрыва ранены|3
318|борис березовский заявил|3
319|инцидент произошел летний|3
320|заявила миллиарда долларов|3
321|результате инцидента находились|3
322|среднем миллиарда долларов|3
323|финансов владимирской области|3
324|составляла миллиарда долларов|3
325|турции реджеп тайип|3
326|результате погибли миллиарда|3
327|составила процента миллиарда|3
328|риа новости результате|3
329|сто миллиардов долларов|3
330|гу мвд рф|3
331|финала лиги чемпионов|3
332|штраф миллиардов долларов|3
333|составили тысячи долларов|3
334|курс евро пробил|3
335|сумма оценивается миллиарда|3
336|национальной хоккейной лиги|3
337|словам миллиардов долларов|3
338|предполагается официальном сайте|2
339|задержаны миллиарда долларов|2
340|глава государства раскритиковал|2
341|годам тюремного заключения|2
342|первое чтение предложения|2
343|донецкой народной чечни|2
344|первая сумма возмещения|2
345|украины надежда савченко|2
346|долларов составила тысячи|2
347|стоит отметить итогам|2
348|воскресенье летний житель|2
349|состоящий миллиарда долларов|2
350|участие миллиардов долларов|2
351|долларов летний житель|2
352|стран планируется установить|2
353|миллиарда долларов моста|2
354|принято решение выплатить|2
355|долгов составила миллиарда|2
356|тайно способен развивать|2
357|месте происшествия принято|2
358|составляют миллиардов долларов|2
359|став известно ходе|2
360|членов совета сша|2
361|президент сша испытывает|2
362|ходе контртеррористической операции|2
363|наказание виде лишения|2
364|статье миллиарда долларов|2
365|летний житель россии|2
366|напомним президент сша|2
367|риа новости говорится|2
368|погибших получили ранения|2
369|словам организаторов выставку|2
370|риа новости вторник|2
371|умершего миллиардов долларов|2
372|результате взрыва неизвестна|2
373|результате инцидента двое|2
374|арбитражный суд справедливости|2
375|июля курс евро|2
376|риа новости страны|2
377|составило миллиарда долларов|2
378|семи стран произошло|2
379|слова риа новости|2
380|совета федерации увидела|2
381|санкт петербурге июля|2
382|территории сша необходимо|2
383|ммвб вырос миллиарда|2
384|инцидент произошел долларов|2
385|действовать миллиарда долларов|2
386|миллиарда долларов доме|2
387|развивать скорость процента|2
388|долларов составили миллиарда|2
389|президент украины трижды|2
390|долларов тысячу долларов|2
391|мая миллиарда долларов|2
392|миллиарда долларов соответственно|2
393|сообщалось общая сумма|2
394|тысячи долларов летний|2
395|планируется потратить долларов|2
396|компании течение полугода|2
397|украины петр порошенко|2
398|инцидента находились человека|2
399|глава совета федерации|2
400|россии миллиардов долларов|2
401|летнего гражданина украины|2
402|отеля произошел обвал|2
403|санкт петербурга александр|2
404|президент сша барак|2
405|возглавит министр финансов|2
406|бывший президент сша|2
407|является одним стран|2
408|планирует состояться июля|2
409|чп работают сотрудники|2
410|установила планируется потратить|2
411|летний подписку невыезде|2
412|суд справедливости украины|2
413|произошла летний житель|2
414|снизилось миллиарда долларов|2
415|газета ссылкой источник|2
416|заявил источник агентства|2
417|результате взрыва получили|2
418|словам главы области|2
419|проекта оценивается миллиарда|2
420|необходимо течение месяцев|2
421|двое полицейских автобуса|2
422|рост миллиардов долларов|2
423|весом тысячи долларов|2
424|нижнюю палату парламента|2
425|аналогичный опрос проводился|2
426|местный житель города|2
427|очков тысячи долларов|2
428|долларов говорится четверг|2
429|россии итогам составила|2
430|превысили миллиарда долларов|2
431|украины миллиардов долларов|2
432|сократилась миллиардов долларов|2
433|снизились миллиарда долларов|2
434|тысячи долларов результате|2
435|период миллиарда долларов|2
436|банк россии установил|2
437|июня глава государства|2
438|звания героя россии|2
439|ранее миллиарда долларов|2
440|ходе чп работают|2
441|результате чп погибли|2
442|погибли тысячи долларов|2
443|сообщается сумма сделки|2
444|церемония вручения грэмми|2
445|вице премьер лиги|2
446|тысячи долларов сообщает|2
447|письмо далай летнего|2
448|сравнению аналогичным периодом|2
449|развивать скорость тысячи|2
450|погиб миллиарда долларов|2
451|указала официальном сайте|2
452|президент сша реджеп|2
453|первом этапе комитет|2
454|сообщает агентство синьхуа|2
455|миллиардов долларов процента|2
456|интерфакс сообщает риа|2
457|опустился нефть подорожала|2
458|составил тысячи долларов|2
459|провел миллиардов долларов|2
460|раза миллиардов долларов|2
461|уголовное статье хулиганство|2
462|превышает миллиарда долларов|2
463|путин заявил участие|2
464|риа новости стороны|2
465|финансов россии вадим|2
466|миллиарда долларов локомотив|2
467|планируется миллиарда долларов|2
468|министр финансов аджарии|2
469|результате инцидента боя|2
470|миллиарда долларов июня|2
471|объявлена миллиардов долларов|2
472|высокопоставленный наряд учеными|2
473|причины произошедшего неизвестна|2
474|реджеп тайип эрдоган|2
475|превысил миллиардов долларов|2
476|работают сотрудники правоохранительных|2
477|нефть миллиарда долларов|2
478|находился первом квартале|2
479|весом миллиарда долларов|2
480|новости риа новости|2
481|приводит риа новости|2
482|принять участие июля|2
483|возбуждено миллиарда долларов|2
484|риа новости мвд|2
485|авиакатастрофы погибли человека|2
486|автомобиль получили ранения|2
487|июля миллиардов долларов|2
488|получила миллиардов долларов|2
489|происшествия работают сотрудники|2
490|июля президент рф|2
491|взрыва задержаны двое|2
492|миллиарда долларов запросов|2
493|понедельник тысячи долларов|2
494|марта миллиарда долларов|2
495|лишения свободы миллиардов|2
496|федеральная дворкович заявил|2
497|результате бедствия выясняются|2
498|торгов миллиарда долларов|2
499|разделить миллиарда долларов|2
500|уголовное факту произошедшего|2
501|новости сайте мвд|2
502|житель города оформил|2
503|лишения свободы сроком|2
504|проект составит миллиарда|2
505|транш выделено миллиардов|2
506|министр финансов сша|2
507|долларов сша миллиардов|2
508|июня миллиарда долларов|2
509|кредитов миллиардов долларов|2
510|миллиона долларов сообщает|2
511|результате авиакатастрофы грозный|2
512|уголовное статье мошенничество|2
513|увеличилось миллиарда долларов|2
514|курс евро составит|2
515|взрыва летнего саддама|2
516|результате происшествия скончались|2
517|сайте мвд области|2
518|состоится миллиарда долларов|2
519|принято решение суда|2
520|северо востоке украины|2
521|народной чечни дмитрий|2
522|миллиардов долларов тысячу|2
523|заинтересованы миллиарда долларов|2
524|президент сша александру|2
525|дмитрий песков отметил|2
526|вторник процента опрошенных|2
527|миллиардов долларов сообщает|2
528|стоимость программы оценивается|2
529|дней сообщает риа|2
530|официальном сайте парламента|2
531|миллиарда долларов проведенный|2
532|результате происшествия числе|2
533|погибли сообщает риа|2
534|своем первом матче|2
535|цене составила миллиарда|2
536|александр захарченко назначил|2
537|превысит миллиардов долларов|2
538|наказание миллиардов долларов|2
539|риа новости марта|2
540|огня миллиардов долларов|2
541|лишения свободы сообщает|2
542|течение нескольких дней|2
543|летний президент сша|2
544|миллиарда долларов стороны|2
545|службы исполнения наказаний|2
546|миллиарда долларов российских|2
547|пресс секретарь совета|2
548|подорожал миллиарда долларов|2
549|получили ранения летнего|2
550|ранее информация благополучно|2
551|проект появится хмеймим|2
552|премьер министр президент|2
553|долларов тысячи рублей|2
554|возрасте миллиарда долларов|2
555|министр соединенного королевства|2
556|результате чп работают|2
557|практически миллиарда долларов|2
558|израиля сообщает интерфакс|2
559|свободы сообщает риа|2
560|службы безопасности россии|2
561|вице президент сша|2
562|федеральной службы исполнения|2
563|риа новости риа|2
564|российскими банками оценивается|2
565|результате произошел июля|2
566|развивать скорость долларов|2
567|президент россии итогам|2
568|результате взрыва находились|2
569|должности заместителя министра|2
570|результате авиакатастрофы финляндии|2
571|сократились миллиарда долларов|2
572|ходе взрыва погибли|2
573|самопровозглашенной донецкой свободы|2
574|получили ранения долларов|2
575|получили ранения задержаны|2
576|тысячи долларов миллиарда|2
577|футболистов миллиарда долларов|2
578|первом полугодии доллар|2
579|миллиарда долларов июля|2
580|сумма сделки составляла|2
581|рассчитывать миллиарда долларов|2
582|говорится пресс релизе|2
583|тысячи получили ранения|2
584|миллиарда долларов баррель|2
585|направлено миллиарда долларов|2
586|петербурга александр заявил|2
587|таким образом настоящее|2
588|словам представителя правоохранительных|2
589|становился чемпионом россии|2
590|долларов составит миллиардов|2
591|тысячи долларов долларов|2
592|первом квартале миллиардов|2
593|возбуждено статье ук|2
594|лав месте происшествия|2
595|скорость тысячи долларов|2
596|матче летний летний|2
597|ввели миллиардов долларов|2
598|выявлено миллиарда долларов|2
599|лишения свободы миллиарда|2
600|погибли членов экипажа|2
601|взрыва получили ранения|2
602|стоимость проекта оценивается|2
603|миллиардов долларов селе|2
604|вторник тысячи долларов|2
605|мвд россии алексей|2
606|миллиарда долларов сообщается|2
607|неосторожности смерть человека|2
608|украины надежда зенита|2
609|очередь строгого режима|2
610|находились тысячи долларов|2
611|работают миллиарда долларов|2
612|скончался тысячи долларов|2
613|стали тысячи долларов|2
614|июня заместитель министра|2
615|суток лишения свободы|2
616|участницы совета федерации|2
617|контролю оборотом наркотиков|2
618|украины иракский трибунал|2
619|миллиарда долларов тонну|2
620|июля президент россии|2
621|уголовное статье руками|2
622|источник агентства заявил|2
623|участников встречи откроется|2
624|должны миллиарда долларов|2
625|говорится официальном сайте|2
626|проектов составила миллиарда|2
627|риа новости пятницу|2
628|долларов тонну отдавать|2
629|пост премьер министра|2
630|взрывного устройства составила|2
631|словам принято решение|2
632|четверг четырьмя июля|2
633|использовался норвежской береговой|2
634|ходе торгов ммвб|2
635|итогам физических лиц|2
636|россии миллиарда долларов|2
637|шести миллиардов долларов|2
638|власти миллиардов долларов|2
639|пресс гу мчс|2
640|объем составляет миллиарда|2
641|взрыва миллиарда долларов|2
642|построены официальном сайте|2
643|инцидент произошел тысячи|2
644|миллиарда долларов составила|2
645|результате катастрофы погибли|2
646|счет таких жили|2
647|бюджета миллиарда долларов|2
648|напомним процента опрошенных|2
649|министр рф возбудил|2
650|детей сообщает риа|2
651|собеседник агентства напомнил|2
652|украины течение полугода|2
653|июня президент сша|2
654|упали миллиарда долларов|2
655|достиг миллиарда долларов|2
656|сообщает итар тасс|2
657|сша реджеп тайип|2
658|министра самопровозглашенной донецкой|2
659|выросло тысячи долларов|2
660|миллиардов долларов счет|2
661|возбудили уголовное статье|2
662|россии самолет способен|2
663|собеседник агентства раскритиковал|2
664|подготовке массовых беспорядках|2
665|риа новости погибли|2
666|чечни рамзан кадыров|2
667|планируется установить ставку|2
668|летний житель района|2
669|доллара тысячу кубометров|2
670|пострадавших меньшей мере|2
671|тысячи долларов стран|2
672|начале июля сообщалось|2
673|первом квартале клинику|2
674|воскресенье процента опрошенных|2
675|летнего тысячи долларов|2
676|дней меньшей мере|2
677|шасси сообщает риа|2
678|окончательные итоги выборов|2
679|июня решению суда|2
680|взрыва результате крушения|2
681|санкт петербурге швейцарии|2
682|единой россии взорвалась|2
683|сделки оценивается долларов|2
684|службы безопасности федерации|2
685|провел годам лишения|2
686|страны миллиарда долларов|2
687|миллиарда долларов течение|2
688|чечни дмитрий песков|2
689|королевства министр финансов|2
690|погибших меньшей мере|2
691|четверг четырьмя произошел|2
692|военнослужащих внутренних войск|2
693|риа новости вице|2
694|миллиардов долларов одном|2
695|президенту дмитрию медведеву|2
696|сравнению прошлым сегменте|2
697|официальном тысячи долларов|2
698|стали миллиардов долларов|2
699|территории сша выросло|2
700|июля составила миллиарда|2
701|человека погибли человека|2
702|ранее израильской стороны|2
703|миллиарда долларов россии|2
704|ввели добычу газа|2
705|правоохранительных органов пошли|2
706|инцидент произошел очков|2
707|го полка лишения|2
708|евро пробил отметку|2
709|виде лишения свободы|2
710|страны составит миллиардов|2
711|стоимость программы банка|2
712|секретарь совета федерации|2
713|результате происшествия выпущено|2
714|инцидента возбуждено уголовное|2
715|наблюдается миллиардов долларов|2
716|премьер министр мвд|2
717|украине миллиарда долларов|2
718|бывшего прокурора тихоокеанского|2
719|летний сенатор заявил|2
720|планируется потратить рублей|2
721|достигает миллиарда долларов|2
722|течение акций сша|2
723|стран возбуждено уголовное|2
724|миллиарда долларов сделанных|2
725|сроком миллиардов долларов|2
726|миллиарда долларов какое|2
727|работают миллиардов долларов|2
728|стало известно результате|2
729|результате происшествия находилось|2
730|взрыва погибли пассажиров|2
731|сделки составила миллиона|2
732|словам главы администрации|2
733|результате взрыва скончались|2
734|тысячи миллиона долларов|2
735|представители следственного управления|2
736|миллиардов долларов тысячи|2
737|планируется выделить миллиардов|2
738|летних миллиарда долларов|2
739|сумма возмещения составила|2
740|летний житель московской|2
741|миллиарда долларов германию|2
742|взрыва погибли человека|2
743|отмечает западный фронт|2
744|словам возбуждено уголовное|2
745|факту инцидента возбуждено|2
746|результате бедствия находилось|2
747|марта правительство страны|2
748|свободы миллиарда долларов|2
749|приходится миллиардов долларов|2
750|раза составила миллиарда|2
751|личным составом украины|2
752|итогам миллиарда долларов|2
753|миллиарда долларов ждут|2
754|двое членов экипажа|2
755|километров тяжелом состоянии|2
756|свободы миллиардов долларов|2
757|стоимость миллиардов долларов|2
758|результате крушения погибли|2
759|четырех миллиардов долларов|2
760|центральной азии сша|2
761|страны тысячи долларов|2
762|мощностью миллиардов долларов|2
763|президент украины федор|2
764|высота миллиардов долларов|2
765|чистый убыток франция|2
766|зарегистрирован миллиарда долларов|2
767|месяцы миллиардов долларов|2
768|достигает миллиардов долларов|2
769|достигла тысячи долларов|2
770|итогам территории сша|2
771|украины борис немцов|2
772|получили миллиардов долларов|2
773|тайно провел летнего|2
774|заместитель министра финансов|2
775|числе миллиардов долларов|2
776|насчитывает миллиардов долларов|2
777|задержан месте происшествия|2
778|октября официальном сайте|2
779|больницу тяжелом состоянии|2
780|повлекшее миллиарда долларов|2
781|дмитрий медведев сообщил|2
782|портрет миллиардов долларов|2
783|риа новости зенита|2
784|компании возбудили уголовное|2
785|компания заработала миллиардов|2
786|результате взрыва миллиарда|2
787|сша барак обама|2
788|миллиарда долларов борту|2
789|крым вошел состав|2
790|процента акций компании|2
791|борту получили ранения|2
792|сайте мвд рф|2
793|информации риа новости|2
794|долларов составила килограммов|2
795|парламент области заключены|2
796|говорится воскресенье процента|2
797|сделки составила килограммов|2
798|четверг тысячи долларов|2
799|опрошенных можете экспертами|2
800|самопровозглашенной донецкой области|2
801|отношении возбуждено уголовное|2
802|ожидается миллиардов долларов|2
803|результате тысячи долларов|2
804|произошел летний житель|2
805|тысячи квадратных метров|2
806|передает агентство риа|2
807|понадобится миллиардов долларов|2
808|произошел пятницу процента|2
809|тысячи миллиарда долларов|2
810|течение тысячи долларов|2
811|результате взрыва пострадали|2
812|снизилась миллиарда долларов|2
813|апреля сообщает риа|2
814|части статьи ук|2
815|подорожал тысячи долларов|2
816|ммвб тысячи долларов|2
817|первом матче атлетико|2
818|курс доллара ммвб|2
819|здание миллиарда долларов|2
820|апреля достигла миллиардов|2
821|сумма оценивается миллиардов|2
822|завели уголовное статье|2
823|планируется завершить силе|2
824|джордж буш предложил|2
825|борту тысячи долларов|2
