|word|wordcount
305|торговой сессии декабря|12
306|расследования выяснилось арестован|11
307|введении новых санкций|11
308|стоимость контракта составляет|11
309|ввоз мяса птицы|11
310|декабря президент украины|11
311|предложил ужесточить контроль|11
312|мая сообщает агентство|11
313|удостоен звания героя|11
314|пост министра обороны|11
315|сообщении размещенном сайте|11
316|ходе визита президента|11
317|источники правоохранительных органах|11
318|данным издания результате|11
319|ходе расследования задержаны|11
320|победой хозяев счетом|11
321|травмы различной степени|11
322|возглавлял министерство обороны|11
323|годам колонии строгого|11
324|начале июня президент|11
325|дивидендов размере миллиардов|11
326|турции реджеп тайип|11
327|соответствовала нормам международного|11
328|вынужден совершить посадку|11
329|настоящее производстве находятся|11
330|назначении нового главы|11
331|жертвами теракта стали|11
332|исполнять обязанности главы|11
333|сша дональда трампа|11
334|протяжении нескольких недель|11
335|выделено миллиардов рублей|11
336|вооружении ввс россии|11
337|реджеп тайип эрдоган|11
338|риа новости ходе|11
339|нормам международного права|11
340|статье нарушение правил|11
341|первым заместителем министра|11
342|выборах верховную раду|11
343|присоединения региона соответствовала|11
344|региона соответствовала нормам|11
345|включая членов экипажа|11
346|процедура присоединения региона|11
347|сравнению аналогичным периодом|10
348|министерства обороны рф|10
349|принято решение сокращении|10
350|нового главы государства|10
351|весной попытки новых|10
352|случае победы выборах|10
353|слова приводит риа|10
354|администрации президента россии|10
355|ссылаясь источники правоохранительных|10
356|московском метро погибли|10
357|вынужден увеличить число|10
358|сообщает агентство интерфакс|10
359|победы великой отечественной|10
360|сотрудники милиции задержали|10
361|отметил является одним|10
362|составил миллиардов рублей|10
363|редактора газеты ведомости|10
364|территории россии выделено|10
365|сумма сделки составила|10
366|совершено покушение убийство|10
367|настоящее находится контролем|10
368|результате теракта погибли|10
369|соответствующее заявление опубликовано|10
370|слава слава слава|10
371|ходе голосования киеве|10
372|результате аварии погибли|10
373|приводит риа новости|10
374|сообщили пресс службе|10
375|выборы верховную раду|10
376|министр экономического развития|10
377|сергей лавров заявил|10
378|официальный сайт кхл|10
379|попытках образования науки|10
380|крым вошел состав|10
381|заявление опубликовано сайте|10
382|составил миллиарда рублей|10
383|последние годы число|10
384|ходе операции сирии|10
385|последние годы стране|10
386|результате столкновения погибли|10
387|введен режим чрезвычайной|10
388|ходе расследования обстоятельств|10
389|квадратных метров офисных|10
390|заявил собирается уходить|10
391|аналогичным периодом прошлого|10
392|работает специальная комиссия|10
393|заявил собирается отказываться|10
394|намерено увеличить число|10
395|словам признает виновным|10
396|риа новости результате|10
397|говорится сообщении размещенном|10
398|обязанности главы государства|10
399|прошел референдум вопросу|10
400|соглашение прекращении огня|10
401|юго востоке украины|10
402|обама подписал указ|9
403|создать специальную комиссию|9
404|незаконном обороте наркотиков|9
405|ввп россии сократится|9
406|решение принято решение|9
407|отметил собирается уходить|9
408|обвинил москву попытках|9
409|заявил является одним|9
410|россии вырос процента|9
411|дональд трамп подписал|9
412|случае победы стране|9
413|министерство обороны россии|9
414|выборы президента сша|9
415|переговоров президентом сша|9
416|результате столкновения полицией|9
417|президента сша дональда|9
418|виновным совершении преступлений|9
419|уголовное статье нарушение|9
420|результате катастрофы погибли|9
421|официальном пресс релизе|9
422|ввп россии вырос|9
423|итоге суд признал|9
424|заявил заместитель министра|9
425|размещенном сайте ведомства|9
426|намерена отказываться планов|9
427|настоящее идут переговоры|9
428|компенсации счет средств|9
429|герман греф заявил|9
430|отметил настоящее стране|9
431|плохих погодных условий|9
432|провел боя числе|9
433|ходе столкновений донбассе|9
434|вошел состав россии|9
435|результате крушения погибли|9
436|президент турции реджеп|9
437|отношении ряда стран|9
438|причиной крушения самолета|9
439|путин заявил случае|9
440|ранее сообщалось правительство|9
441|следственного комитета рф|9
442|результате действий погибли|9
443|качестве компенсации счет|9
444|получили травмы различной|9
445|объем продаж составил|9
446|отметил ходе дискуссии|9
447|частности ходе расследования|9
448|декабря президент сша|9
449|владимир путин представил|9
450|россии россии россии|9
451|эксплуатации воздушного пространства|9
452|решение прекращении огня|9
453|юго западе москвы|9
454|ходе переговоров президентом|9
455|пост президента россии|9
456|признает виновным совершении|9
457|трое получили ранения|9
458|москве санкт петербурге|9
459|занимал пост министра|9
460|радиостанции эхо москвы|9
461|террористическая группировка исламское|8
462|различным срокам заключения|8
463|июля сообщает риа|8
464|повлекшее неосторожности смерть|8
465|возбудила уголовное статье|8
466|соответствующее распоряжение подписал|8
467|заявил признает виновным|8
468|опубликовано сайте организации|8
469|инцидент произошел августа|8
470|заявил ходе расследования|8
471|финансирования составил миллиардов|8
472|главы администрации президента|8
473|прошлой неделе президент|8
474|пост уполномоченного правам|8
475|решение сокращении добычи|8
476|мая стало известно|8
477|отметил газпром намерен|8
478|действуют санкции россии|8
479|соответствующее заявление сделал|8
480|результате взрывов московском|8
481|трамп подписал указ|8
482|избран депутатом госдумы|8
483|сообщалось ходе дискуссии|8
484|заявил намерена отказываться|8
485|словам очевидцев настоящее|8
486|выборов верховную раду|8
487|метров офисных площадей|8
488|россии продано долларов|8
489|результате происшествия пострадали|8
490|происшествия прибыли пожарных|8
491|качестве кандидата республиканцев|8
492|ранее сообщалось результате|8
493|среду декабря сайте|8
494|мая москве прошел|8
495|избран президентом сша|8
496|агентство интерфакс ссылкой|8
497|сообщается сайте регионального|8
498|экономического сотрудничества россией|8
499|завершилась победой хозяев|8
500|увеличить число участников|8
501|прибыли сотрудники милиции|8
502|отметил признает виновным|8
503|начале апреля глава|8
504|взрывов московском метро|8
505|попытках захвата заложников|8
506|прибыли сотрудники правоохранительных|8
507|происшествия погибли двое|8
508|составит миллиарда долларов|8
509|действуют массовые протесты|8
510|объявлен международный розыск|8
511|находятся состоянии алкогольного|8
512|нанесен ущерб действий|8
513|словам представителя местной|8
514|заявил газпром является|8
515|путин подписал закон|8
516|вина доказана действовать|8
517|столкновений полицией убиты|8
518|принятия решения суда|8
519|глава минэкономразвития герман|8
520|июня президент россии|8
521|погибли получили травмы|8
522|данным издания настоящее|8
523|качестве кандидата президенты|8
524|самых успешных персонажей|8
525|сборной россии хоккею|8
526|заявил видит необходимости|8
527|президенту владимиру путину|8
528|россии сократится процента|8
529|самолета находились членов|8
530|гу мвд россии|8
531|счет погашения долга|8
532|миллиардов кубометров газа|8
533|размере миллиардов долларов|8
534|сайте регионального управления|8
535|путин представил путину|8
536|минэкономразвития герман греф|8
537|настоящее афганистане насчитывается|8
538|приговорены различным срокам|8
539|стоимость проекта составит|8
540|результате землетрясения магнитудой|7
541|приговорен годам тюрьмы|7
542|заместителя председателя правления|7
543|начале апреля стало|7
544|го тура чемпионата|7
545|россиянин провел боя|7
546|сообщается сайте издания|7
547|отметил случае успеха|7
548|службу гу мвд|7
549|дмитрий медведев заявил|7
550|декабря сообщает украинская|7
551|собирается уходить разногласий|7
552|согласно данным министерства|7
553|случае победы великой|7
554|государство иг запрещена|7
555|второе рейтинге самых|7
556|пожара погибли получили|7
557|ввп страны вырастет|7
558|заместитель министра обороны|7
559|полицией погибли получили|7
560|уехал неизвестном направлении|7
561|страны сократится процента|7
562|итоге отмечает издание|7
563|россии санкт петербурге|7
564|ввп страны сократится|7
565|мид рф сергей|7
566|частности вынужден покинуть|7
567|одним самых больших|7
568|разу разу разу|7
569|сообщается сайте наса|7
570|россии выделено миллиардов|7
571|августа президент россии|7
572|расследования задержаны трое|7
573|результате происшествия погиб|7
574|расследования обстоятельств произошедшего|7
575|исламское государство запрещена|7
576|продаж составил миллиарда|7
577|сборной россии выиграл|7
578|начале июня сообщалось|7
579|врачи оценивают состояние|7
580|июня москве прошел|7
581|позволит создать специальную|7
582|риа новости ссылаясь|7
583|отказался комментировать информацию|7
584|согласно результатам опроса|7
585|течение ближайших месяцев|7
586|ограничения ввоз мяса|7
587|сделки составила миллиарда|7
588|россии принят закон|7
589|уголовного дела статье|7
590|настоящее афганистане находятся|7
591|виновным причастности убийству|7
592|приговорен четырем годам|7
593|рф сергей лавров|7
594|результате столкновения пострадал|7
595|намерено обратиться президенту|7
596|намерен обратиться президенту|7
597|сделки составила долларов|7
598|президент владимир путин|7
599|отказались комментировать информацию|7
600|принято решение прекращении|7
601|представители оппозиции заявили|7
602|глава мид рф|7
603|составляет квадратных метров|7
604|связи выступил критикой|7
605|службе министерства обороны|7
606|новости ссылкой заявление|7
607|возглавлял сборную россии|7
608|пресс службе министерства|7
609|президентом владимиром путиным|7
610|дмитрий медведев подписал|7
611|ходе операции афганистане|7
612|министр россии владимир|7
613|апреля стало известно|7
614|порошенко заявил случае|7
615|россии выделено рублей|7
616|пресс службу гу|7
617|частности последние годы|7
618|интерфакс ссылкой пресс|7
619|визита президента сша|7
620|предварительным данным погибли|7
621|газпром газпром газпром|7
622|заявил случае необходимости|7
623|столкновений полицией погибли|7
624|россии выиграл чемпионат|7
625|комитета россии региону|7
626|назначен пост главного|7
627|произошел утром августа|7
628|убиты получили ранения|7
629|сообщает газета ведомости|7
630|расследования выяснилось признает|7
631|итоге словам представителя|7
632|пожара здании школы|7
633|случае откажется планов|6
634|министр финансов россии|6
635|приговорен годам лишения|6
636|способен развивать скорость|6
637|данным издания последние|6
638|погибли человека госпитализированы|6
639|ходе выборов верховную|6
640|рынке жилья москве|6
641|введены ограничения разработку|6
642|россии насчитывается акций|6
643|росту цен нефть|6
644|россии продано евро|6
645|районе красноярского края|6
646|числе членов экипажа|6
647|встреча завершилась победой|6
648|сильного алкогольного опьянения|6
649|словам настоящее находится|6
650|нового директора нефтяной|6
651|среду июня сообщает|6
652|причины возгорания устанавливаются|6
653|издания результате инцидента|6
654|расследования дела контрабанде|6
655|предварительным данным причиной|6
656|декабря сообщает коммерсантъ|6
657|россии продано копий|6
658|миллиарда кубометров газа|6
659|августа стало известно|6
660|декабре президент россии|6
661|начале июня заявил|6
662|причины возгорания установлены|6
663|результатам опроса проведенного|6
664|зафиксированы случаи заболевания|6
665|собирается отказываться планов|6
666|данным следствия ходе|6
667|правительство намерено потратить|6
668|частности глава государства|6
669|средств резервного фонда|6
670|случае успеха качестве|6
671|взяла ответственность произошедшее|6
672|ответственность атаку взяла|6
673|следствия результате взрывов|6
674|отношении бывшего главы|6
675|происшествия выехали сотрудники|6
676|стране насчитывается миллиардов|6
677|признает виновным шпионаже|6
678|стоимость сделки составила|6
679|счет средств резервного|6
680|летний россиянин провел|6
681|словам представителей властей|6
682|пассажиров членов экипажа|6
683|обороны россии анатолия|6
684|данным агентства результате|6
685|россии легкой атлетике|6
686|составила миллиарда рублей|6
687|тайип эрдоган заявил|6
688|директора нефтяной компании|6
689|данным мвд результате|6
690|результате взрыва бытового|6
691|выросла процента пункта|6
692|инцидент произошел воскресенье|6
693|страны вырастет процента|6
694|визового режима украиной|6
695|заняла второе рейтинге|6
696|государство запрещена россии|6
697|введены ограничения ввоз|6
698|позволит повысить эффективность|6
699|петербурге санкт петербурге|6
700|й минуте встречи|6
701|столкновения полицией погибли|6
702|тура чемпионата россии|6
703|намерено обратиться суд|6
704|начале мая заявил|6
705|встречи президентом россии|6
706|планов откажется планов|6
707|вооружении ввс сша|6
708|ходе визита москву|6
709|путин заявил ближайшее|6
710|санкт петербурге санкт|6
711|россии наблюдается рост|6
712|ввели санкции россии|6
713|заявил глава государства|6
714|задержан сотрудниками милиции|6
715|обама подписал закон|6
716|стало известно ходе|6
717|увеличить число погибших|6
718|результате пожаров погибли|6
719|расследования инцидента задержаны|6
720|заседание президиума госсовета|6
721|числе детей включая|6
722|выиграть выборы госдуму|6
723|данным министерства внутренних|6
724|скорость ветра достигала|6
725|полиции результате инцидента|6
726|катастрофы погибли человека|6
727|начале августа президент|6
728|одном жилых домов|6
729|россии анатолия чубайса|6
730|случае принятия закона|6
731|принято решение возбуждении|6
732|погибли числе полевых|6
733|данным интерфакса результате|6
734|ряде городов страны|6
735|результате происшествия выяснилось|6
736|взрыва бытового газа|6
737|вина доказана считаться|6
738|осуществления транзита газа|6
739|июня стало известно|6
740|иг запрещена россии|6
741|главы государства качестве|6
742|суд признал вину|6
743|инцидент произошел апреля|6
744|сообщается официальном пресс|6
745|детей включая детей|6
746|мошенничество особо крупном|6
747|крупнейших городов россии|6
748|погибли трое получили|6
749|путин передает риа|6
750|признает виновным адрес|6
751|агентства результате инцидента|6
752|продано копий игры|6
753|квадратных метров жилья|6
754|очевидцев результате происшествия|6
755|апреля правительство намерено|6
756|ущерб действий составил|6
757|взрыв произошел взрыв|6
758|ближайшее принято решение|6
759|белоруссии белоруссии белоруссии|6
760|представители единой россии|6
761|совета безопасности оон|6
762|самым результативным игроком|6
763|индекс ртс снизился|6
764|приняли участие числе|6
765|уголовное статье убийство|6
766|принято решение назначении|6
767|отметил случае принятия|6
768|последнее стране действуют|6
769|юго востоке москвы|6
770|трамп заявил случае|6
771|погибли трое полицейских|6
772|представителя местной полиции|6
773|ртс снизился процента|6
774|расследования выяснилось удалось|6
775|устанавливаются обстоятельства происшествия|6
776|четверг декабря сайте|6
777|протяжении последних недель|6
778|внесены изменения закон|6
779|фильм выйдет прокат|6
780|стране насчитывается долларов|6
781|апреля глава государства|6
782|режим чрезвычайного положения|6
783|стране действуют массовые|6
784|владимир путин передает|6
785|сайте организации сказано|5
786|путин заявил украине|5
787|контракта составляет долларов|5
788|сайте министерства обороны|5
789|является одним главных|5
790|очевидцев результате инцидента|5
791|газпром заявил газпром|5
792|происшествия работают пожарных|5
793|выяснилось удалось прийти|5
794|данным издания составляет|5
795|стоимость проекта оценивается|5
796|ответ решение принято|5
797|июля сообщает интерфакс|5
798|столкновения погибли получили|5
799|первым заместителем председателя|5
800|пост главы администрации|5
801|словам представителя госдепартамента|5
802|отметил ближайшее стране|5
803|выполнил выполнил выполнил|5
804|управления следственного комитета|5
805|возбуждены уголовные дела|5
806|виновным причастности теракту|5
807|выяснилось признает виновным|5
808|убиты трое боевиков|5
809|частности начале августа|5
810|правительство намерено повысить|5
811|группового этапа лиги|5
812|советником президента россии|5
813|правительство россии одобрило|5
